health_facility:type,healthcare:speciality,building:part,social_facility,payment:cash,housenumer,addr:housenumber,description,fenced,addr:state,ele,source,covered,image,fax,emergency,jastrzebiegis:opis,contact:facebook,leisure,historic,addr:street,fixme,name:en,contact:fax,name,designation,website:operator,addr:postcode,ref:nid,name:etymology:wikidata,internet_access,int_name,fence,ewmapa:warstwa,parking,loc_name,name:ru,building:fireproof,phone_1,note:official_name,wikipedia,access,mapillary,operator:centre,boundary,addr:street:sym_ul,ref,email,fixme2,barrier,contact:email,addr:province,jastrzebiegis:id,phone1,addr:city:simc,source:geometry,addr:city,building:use:pl,toilets:wheelchair,source_ref,building:type:pl,lon,contact:website,roof:colour,layer,height,email_1,alt_name,construction_date,operator,name:pl,name:de,boat,fee,protect_class,heritage:since,opening_hours,contact:phone,addr:housename,contact:mobile,heritage,start_date,website,addr:province:en,phone,old_name,smoking,aeroway,dispensing,note:name,landuse,roof:levels,amenity,operator:type,reg_name,addr:suburb,official_name,wikidata,waterway,short_name,building:levels,note,building:usage:pl,data_zmiany,source:addr,building:material,addr:full,fence_type,lat,medical_system:western,building,building:colour,url,wheelchair,addr:place,healthcare,addr:country,heritage:operator
,,,,,,,,,,,,,,,,,,,,,,,,Szpital Miejski nr.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.1310267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,50.2699867,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Szpital Miejski w Proszowicach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.2979416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,50.1861862,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Szpital Miejski w Siedlcach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.2844190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,52.1691536,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Szpital Miejski w Tychach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.9820598,,,,,,,,,,,,,,,,,,,,,http://www.szpitalmiejskitychy.pl,,,,,,,,,,hospital,,,,,,,,,,,,,,,,50.1194672,,,,,,,hospital,,
,,,,,,4,,,,,,,,,,,,,,Zamkowa,,,,Szpital Miejski w Zabrzu,,,41-803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zabrze,,,,,18.8255014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,50.3267322,,,,,,,,,
,,,,,,1,,,,,,,,,,,,,,Powstania Styczniowego,,,,Szpital Morski im. PCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gdynia,,,,,18.5506582,,,,,,,,Szpitale Wojewódzkie w Gdyni,,,,,,,,,,,,,http://szpitalegdynia.eu/,,,,,,,,,,hospital,,,,,,,,,,,,,,,,54.4893523,,,,,,,,PL,
,,,,,,2,,,,,,,,+48 32 255 63 37,,,,,,Alfreda Sokołowskiego,,,,Szpital Murcki,,,40-749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Katowice,,,,,19.0390448,,,,,,,,,,,,,,,,,,,,,http://www.szpitalmurcki.pl,,+48 32 255 61 62,,,,,,,,hospital,,,,,,,,,,,,,,,,50.1978764,,,,,,,,,
,,,,,,1a,,,,,,,,,,,,,,Pokoju,,,,Szpital Na Wyspie,,,68-300,,,,,,,,,,,,,,,,,,,,,,,,,,,0988490,,Lubsko,,,,,14.9745175,,,,,,,,Szpital Na Wyspie Sp. z o.o.,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,lubsko.e-mapa.net,,,,51.7935232,,yes,,https://fotopolska.eu/NZOZ_Szpital_na_Wyspie_Sp._z_o.o._Lubsko?map_z=17,,,hospital,,
,,,,,,2,,,,,,,,,yes,,,,,Pszenna,,,,Szpital Na Wyspie,,,68-200,,,,,,,,,,,,,,,,,,18049,,,,,,,,,0988684,,Żary,,,,,15.1522807,,,,,,,,Szpital Na Wyspie Sp. z o.o.,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,mzary.e-mapa.net,,,,51.6444345,,yes,,,,,hospital,,
,,,,,,2,,,,,,,,,,,,,,Abramowicka,,,,Szpital Neuropsychiatryczny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lublin,,,,,22.5873647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,EMUiA (emuia.geoportal.gov.pl),,,,51.2046306,,hospital,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Szpital Neuropsychiatryczny imienia Doktora Józefa Babińskiego,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.8878965,,,,,,,,,,,,,,,,,,,,,http://www.babinski.pl/,,,,,,,,,,hospital,,,,,,,,,,,,,,,,50.0054078,,,,,,,,,
,,,,,,,,,,,Ortofotomapa Bytom,,,,,,,,,,,,,Szpital Obserwacyjno Zakaźny i Hepatologii Zakaźnej,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.9122842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,50.3535226,,,,,,,,,
,,,,,,5,,,,,,,,,,,,,,Szpitalna,,,,Szpital Ogólny,,,18-200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wysokie Mazowieckie,,,,,22.5214749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,52.9156947,,hospital,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Szpital Ogólny im. dr Edmunda Wojtyły,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0331130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,49.8227400,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Szpital Pediatryczny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0266807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,49.8194380,,,,,,,,,
,,,,,,64,,,,,http://sdi.opolskie.pl/mapa_bazowa/request.aspx,,,,,,,,,Piastowska,,,,Szpital Powiatowy,,,48-200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prudnik,,,,,17.5682856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,50.3229392,,hospital,,,,,,,
,,,,,,,,,,,,,,,,,,,,Szpitalna,,,,Szpital Powiatowy,,,59-600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lwówek Śląski,,,,,15.5834118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,51.1111792,,,,,,,hospital,,
,,,,,,,,,,,,,,,yes,,,,,,,,,Szpital Powiatowy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.6569057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,50.7287569,,,,,,,hospital,,
,,,,,,,,,,,,,,,,,,,,,,,,Szpital Powiatowy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.8433772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,51.6142868,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Szpital Powiatowy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.3918758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,53.2619072,,,,,,,hospital,,
,,,,,,9,,,,,,,,+48 34 356 58 70,yes,,,,,Jana III Sobieskiego,,,,Szpital Powiatowy,,,42-700,,,,,,,,,,,,,,,,,,,,sekretariat@spzozlubliniec.pl,,,,,,,,,Lubliniec,,,,,18.6818683,,,,,,,,,,,,,,,,,,,,,http://www.spzozlubliniec.pl,,+48 34 350 63 80,,,,,,,,hospital,,,,,,,,,,,,,,,,50.6650156,,,,,,,hospital,,
,,,,,,26,,,,,emuia.gugik.gov.pl,,,,,,,,,Inwalidów Wojennych,,,,Szpital Powiatowy,,,56-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wołów,,,,,16.6392728,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,51.3405759,,yes,,,,,,,
,,,,,,,,,,,,,,+48 33 861-29-95,yes,,,,,,,,,Szpital Powiatowy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.2031152,,,,,,,,,,,,,,,,,,,,,http://www.szpital.zywiec.pl/,,+48 33 861-40-31,,,,,,,,hospital,,,,,,,,,,,,,,,,49.6932754,,,,,,,hospital,,
,,,,,,2,,,,,,,,,yes,,,,,Jana Kochanowskiego,,,,Szpital Powiatowy,,,,,,,,,,,,,,,,,,,,,08725,,,,,,,,,0953409,,Lesko,,,,,22.3340372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,lesko.e-mapa.net,,,,49.4749346,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Szpital Powiatowy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0723237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,Powiatowy Zakład Opieki Zdrowotnej,,,Szpital,,,,,,,,,51.0653471,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Szpital Powiatowy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.9872388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,53.5575990,,,,,,,hospital,,
,,,,,,1,,,,,,,,,,,,,,Józefa Chełmońskiego,,,,Szpital Powiatowy,,,63-100,,,,,,,,,,,,,,,,,,,,,,,,,,,0971560,,Śrem,,,,,17.0057831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,EMUiA (srem.e-mapa.net),,,,52.0893181,,hospital,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"Szpital Powiatowy ""Zespół Opieki Zdrowotnej""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.9152631,,,,,,,,,,,,,,,,,,,,,http://www.zoz.net.pl/,,,,,,,,,,hospital,,,,,,,,,,,,,,,,50.3068235,,,,,,,,,
,internal,,,,,11,,,,,,,,,no,,,,,Ignacego Jana Paderewskiego,,,,Szpital Powiatowy - Oddział Chorób Wewnętrznych,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tczew,,,,,18.7985790,,,,,,,,Szpitale Tczewskie,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,mtczew.punktyadresowe.pl,,,,54.0851851,,yes,,,,,hospital,,
,,,,,,64,,,,,,,,,,,,,,Grunwaldzka,,,,Szpital Powiatowy - Oddział Zakaźny,,,42-700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lubliniec,,,,,18.6800192,,,,,,,,,,,,,,,,,,,,,http://www.spzozlubliniec.pl/index.php/oddzialy/oddzial-gruzlicy-i-chorob-pluc,,+48 34 356 24 15,,,,,,,,hospital,,,,,,,,,,,,,,,,50.6623443,,,,,,,hospital,,
,,,,,,68,,,,,,,,,,,,,,Stanisława Duboisa,,,,Szpital Powiatowy SPZOZ,,,07-300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ostrów Mazowiecka,,,,,21.9120662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,52.7989672,,hospital,,,,,,,
,,,,,,,,,,,Starostwo Powiatowe Będzin,,,,,,,,,,,,,Szpital Powiatowy SPZZOZ. Oddział Psychiatryczny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Szpital lub zakład opieki medycznej, socjalnej",,,,19.0766701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,2,,,,,,,,50.3266315,,healthcare,,,,,,,
,,,,,,4,,,,,,,,,,,,,,Aleja Wolności,,,,Szpital Powiatowy ZZOZ,,,63-500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ostrzeszów,,,,,17.9278189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,3,,,,,,,,51.4256626,,yes,,,,,,,
,,,,,,7,,,,,Bing;local knowledge,,,,yes,,,,,Floriana Ceynowy,,,,Szpital Powiatowy im. Aleksandra Majkowskiego w Kartuzach,,,83-300,,,,,,,,,,,,,,,,,,,,sekretariat@pczkartuzy.pl,,,,,,,,,Kartuzy,,,,,18.1977338,,,,,,,,,,,,,,,,,,,,,http://www.pczkartuzy.pl/,,+48 58 685 48 00,,,,,,,,hospital,,,,,,,,2,,,,,,,,54.3368137,,hospital,,,,,hospital,,
,,,,,,30,,,,,,,,,,,,,,Partyzantów,,,,Szpital Powiatowy im. Edmunda Biernackiego w Opocznie,,,26-300,,,,,,,,,,,,,,,,,,,,sekretariat1@szpitalopoczno.pl,,,,,,,,,Opoczno,,,,,20.2778280,,,,,,,,,,,,,,,,,,,,,https://szpitalopoczno.pl,,44 754 48 04,,,,,,hospital,,hospital,,,,,,,,,,,,,,,,51.3783074,,,,,,,hospital,,
,,,,,,11,,,,,,,,,,,,,,Kardynała Stefana Wyszyńskiego,,,,Szpital Powiatowy im. Jana Pawła II,,,11-200,,,,,,,,,,,,,,,,,,25103,,,,,,,,,0964583,,Bartoszyce,,,,,20.7916239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,emuia.gugik.gov.pl,,,,54.2587910,,yes,,,,,,,
,,,,,,5,,,,,,,,+48 91 404 54 54,,,,,,Parkowa,,,,Szpital Powiatowy im. Jana Pawła II w Gryfinie,,,74-100,,,,,,,,,,,,,,,,,,,,sekretariat@szpital-gryfino.pl;rejestracja@szpital-gryfino.pl,,,,,,,,,Gryfino,,,,,14.4912841,,,,,,,,Grupa Dom Lekarski,,,,,,,,,,,,,http://www.szpital-gryfino.pl/,,+48 91 416 90 98;+48 91 416 23 54;+48 91 416 21 09,,,,,,,,hospital,,,,,,,,3,,,,gryfino.e-mapa.net,,,,53.2548607,,healthcare,,,,,hospital,,
,,,,,,,,,,,,,,,,,,,,,,,,Szpital Powiatowy im. Jana Pawła II w Wadowicach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.4918789,,,,,,,,ZZOZ Wadowice,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,49.8810345,,,,,,,hospital,,
,,,,,,3,,,,,,,,,yes,,,,,Wolności,,,,Szpital Powiatowy im. M. Kajki,,,11-700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mrągowo,,,,,21.3031580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,53.8797395,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Szpital Powiatowy im. Marcela Nenckiego,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.4325824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,51.6983523,,,,,,,hospital,,
,,,,,,,,,,,,,,,,,,,,,,,,Szpital Powiatowy im. Polskiego Czerwonego Krzyża,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.1426908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,50.5199659,,yes,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,+48 77 40 70 132;+48 77 461 27 63,Szpital Powiatowy im. Prałata J.Glowatzkiego w Strzelcach Opolskich,,,,,,,,,,,,,,,,,,,,,,,,,,szpital@szpital.strzelce-op.pl,,,,,,,,,,,18.2928621,,,,,,,,,,,,,,,,+48 77 40 70 100,,,,,https://www.szpital.strzelce-op.pl/,,,,,,,,,,hospital,,,,,,,,,,,,,,,,50.5153433,,,,,,,hospital,,
,,,,,,,,,,,,,,,yes,,,,,,,,,Szpital Powiatowy im. Zbigniewa Koprowskiego,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.2394627,,,,,,,,Samodzielny Publiczny Zakład Opieki Zdrowotnej,,,,,,,,,,,,,http://www.spzozsokolow.pl,,,,,,,,,,hospital,,,,,,,,,,,,,,,,52.4036237,,,,,,,hospital,,
,general,,,,,,,,,,,,,,yes,,,,,,,,,Szpital Powiatowy imienia doktora Tytusa Chałubińskiego w Zakopanem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.9548294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,49.3052848,,,,,yes,,hospital,,
,,,,,,4,,,,,,,,,,,,,,Wysokie Brzegi,,,,Szpital Powiatowy imienia świętego Maksymiliana,,,,,,,,,,,,,,,,,,,,,,,,,fence,,,,,,,,,,,,19.2389987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,50.0394198,,,,,,,hospital,,
,,,,,,,,,,,,,,,,,,,,,,,,Szpital Powiatowy w Białogardzie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0066360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,54.0076179,,,,,,,hospital,,
,,,,,,,,,,,,,,,,,,,,,,,,Szpital Powiatowy w Białogardzie (stary szpital),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.9697401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,54.0070473,,,,,,,hospital,,
,,,,,,,,,,,,,,,yes,,,,,,,,,Szpital Powiatowy w Chrzanowie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.4292324,,,,,,,,,,,,,,,,,,,,,http://www.szpital-chrzanow.pl/,,,,,,,,,,hospital,,,,,,,,,,,,,,,,50.1344407,,,,,,,,,
,,,,,,,,,,,,,,,yes,,,,,,,,,Szpital Powiatowy w Kolbuszowej,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.7628199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,50.2434871,,,,,,,,,
,,,,,,13,,,,,,,,,,,,,,Fryderyka Chopina,,,,Szpital Powiatowy w Kraśniku,,,23-200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kraśnik,,,,,22.2218654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,50.9326736,,,,,,,,,
,,,,,,2,,,,,,,,,yes,,,,,Marii Skłodowskiej-Curie,,,,Szpital Powiatowy w Kętrzynie,,,11-400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.3755694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,54.0825414,,,,,,,,,
,,,,,,2-4,,,,,,,,,,,,,,Warszawska,,,,Szpital Powiatowy w Międzyrzecu Podlaskim,,,21-560,,,,,,,,,,,,,,,,,,,,spzozmc@spzozmc.pl,,,,,,,,,Międzyrzec Podlaski,,,,,22.7871129,,,,,,,,,,,,,,,,,,,,,spzozmc.pl,,+48833714011,,,,,,,,hospital,,,,Szpital Powiatowy SPZOZ w Międzyrzecu Podlaskim,,,,,,,,,,,,51.9851536,,,,,,,,,
,,,,,,,,,,,,,,+48 25 759 16 66,,,,,,,,,,Szpital Powiatowy w Mińsku Mazowieckim,,,,,,,,,,,,,,,,,,,,,,,spzozmm@spzozmm.pl,,,,,,,,,,,,,,21.5802340,,,,,,,,,,,,,,,,,,,,,https://www.spzozmm.pl/,,+48 25 758 30 01,,,,,,,,hospital,,,,,,,,,,,,,,,,52.1738692,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,+48 34 358 28 55,Szpital Powiatowy w Oleśnie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.4134058,,,,,,,,Starostwo Powiatowe Olesno,,,,,,,,"+48 34 350 96 65, +48 34 350 96 34, +48 34 350 97 00",,,,,http://szpitalolesno.pl/,,,,,,,,,,hospital,,,,,,,,,,,,,,,,50.8814855,,,,,,,,,
,,,,,,,,,,,szpital-otwock.pl,,,,yes,,,,,,,,,Szpital Powiatowy w Otwocku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.2608026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,52.0991115,,,,,,,,,
,,,,,,,,,,,,,,,yes,,,,,,,,,Szpital Powiatowy w Oławie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.2839605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,50.9510646,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Szpital Powiatowy w Połczynie Zdroju,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0908042,,,,,,,,,,,,,,,,,,,,,https://szpitalpolczyn.pl/,,94 366 18 07,,,,,,,,hospital,,,,,,,,,,,,,,,,53.7638725,,,,,,,hospital,,
,,,,,,,,,,,,,,,,,,,,,,,,Szpital Powiatowy w Pszczynie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.9384724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,49.9736401,,,,,,,hospital,,
,,,,,,,,,,,,,,,,,,,,,,,,Szpital Powiatowy w Radomsku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.4568294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,hospital,,,,,,,,,,,,,,,,51.0574863,,,,,,,,,
,,,,,,,,,,,,,,,yes,,,,,,,,,Szpital Powiatowy w Ropczycach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.6157441,,,,,,,,Zespół Opieki Zdrowotnej w Ropczycach,,,,,,,,,,,,,https://www.zozropczyce.pl/,,,,,,,,,,hospital,,,,,,,,,,,,,,,,50.0583934,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Szpital Powiatowy w Rykach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.9292169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,51.6220994,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Szpital Powiatowy w Strzyżowie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.7840340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,49.8696942,,hospital,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Szpital Powiatowy w Sławnie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.6783058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,54.3700839,,,,,,,,,
,,,,,,,,,,,,,,,yes,,,,,,,,,Szpital Powiatowy w Słubicach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.5558683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,52.3520726,,,,,,,hospital,,
,,,,,,,,,,,,,,,,,,,,,,,,Szpital Powiatowy w Tczewie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.7900361,,,,,,,,Szpitale Tczewskie,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,54.0835951,,,,,,,hospital,,
,,,,,,,,,,,,,,,yes,,,,,,,,,Szpital Powiatowy w Wołominie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.2208159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,52.3461175,,yes,,,,,,,
,,,,,,3,,,,,,,,,,,,,,Papieża Jana Pawła II,,,,Szpital Powiatowy w Zambrowie,,,18-300,,,,,,,,,,,,,,,,,,07127,,,,,,,,,0957637,,Zambrów,,,,,22.2534493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,emuia.gugik.gov.pl,,,,52.9883166,,hospital,,,,,,,
,,,,,,14,,,,,,,,,,,,,,Miodowa,,,,Szpital Powiatowy w Zawierciu,,,42-400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zawiercie,,,,,19.4081420,,,,,,,,,,,,,,,,,,,,,,,+48 32 674 02 00,,,,,,,,hospital,,,,,,,,4,,,,,,,,50.4821266,,yes,,,,,,,
,,,,,,52,,,,,,,,,yes,,,,,Krasnystawska,,,,Szpital Powiatowy w Łęcznej,,,21-010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Łęczna,,,,,22.8778786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,51.2910235,,yes,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Szpital Powiatowy we Wrześni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.5733251,,,,,,,,,,,,,,,,,,,,,http://www.szpitalwrzesnia.home.pl,,,,,,,,,,hospital,,,,,,,,,,,,,,,,52.3247460,,,,,,,hospital,,
,,,,,,5,,,,,,,,,,,,,,Rzemieślnicza,,,,Szpital Położniczo-Ginekologiczny Medikor,,,33-300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nowy Sącz,,,,,20.7058127,,,,,,,,Medikor,,,,,,,,,,,,,http://www.medikor.pl/,,,,,,,,,,hospital,,,,,,,,,,,,EMUiA (emuia.gugik.gov.pl),,,,49.6190880,,hospital,,,,,,,
,,,,,,67,,,,,,,,22 619 69 43,,,,,,"Aleja ""Solidarności""",,,,Szpital Praski,,,03-401,,,,,,,,,,,,,pl:Szpital Praski,,,,,,,sekretariat@praski.waw.pl,,,,,,,,,Warszawa,,,,,21.0274388,,,,,,,,,,,,,,,,,,,,,https://szpitalpraski.pl/,,22 818 50 61,,,,,,,,hospital,,,,Szpital Praski pw. Przemienienia Pańskiego,Q9352133,,,,,,,,,,,52.2507462,,,,,limited,,,,
,,,,,,9,,,,,,,,,,,,,,Sarzyńska,,,,Szpital Psychiatryczny,,,75-819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Koszalin,,,,,16.1872914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,54.1722130,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Szpital Psychiatryczny,,,,A-1169/19-ZN; A-250; A-569,,,,,,,,,,,,,,,,,,,,,wall,,,,,,,,,,,,22.6739202,,,,,,,,,,,,,,,,,,,2,1888,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,50.0188487,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Szpital Psychiatryczny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.6786019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,54.3531398,,,,,,,,,
