shop,health_facility:type,office,healthcare:speciality,indoor,payment:cash,source:addr:housenumber:ref,ref:FR:FINESS,roof:orientation:compass,addr:housenumber,name:de,source,location,building:roof:colour,fax,roof:colour,contact:postcode,emergency,ref:FR:SIREN,ref:FR:SIRET,historic,FID,addr:street,bmo:type,source:name,fixme,name:en,contact:fax,addr:city,wheelchair:description,payment:debit_cards,type:FR:FINESS,addr:postcode,roof:material,level,payment:credit_cards,roof:orientation,source:geometry:date,payment:mastercard,amenity_1,amenity_2,payment:american_express,wheelchair:step_height,source:addr,payment:maestro,operational_status,access,payment:cheque,ref,email,barrier,contact:email,name:br,roof:shape,building:use,wall,source:geometry,source:building,health_person:type,health_specialty:radiology,toilets:wheelchair,massage,source:ref:FR:FINESS,lon,contact:website,survey:date,layer,height,alt_name,building:roof:shape,contact:country,operator,railway:historic,contact:city,short_name,area,opening_hours,contact:phone,addr:housename,name,whc:inscription_date,heritage,type,start_date,website,noname,contact:housenumber,source:date,phone,health_specialty:allergology,official_name,old_name,smoking,opening_hours:signed,room,source:version,disused:name,buildingpart,dispensing,ref:FR:NAF,wheelchair,amenity,operator:type,addr:unit,ref:whc,payment:notes,source:addr:version,medical_system:western,doctor,building:levels,note,name:fr,contact:street,description,building:material,note:fr,addr:full,payment:visa,lat,reservation,building,building:colour,payment:coins,roof:levels,addr:place,healthcare,disused:railway,addr:country,heritage:operator,ref:FR:LaPoste
,,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,-1.0943430,,,,,,,,,,,,,,,,Imagerie Médicale Atlantique,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,45.8267390,,yes,,,,,,,,,
,,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010,,,,,,,,,,,Rue Paul Claudel,,,,,,Évry,,,,91000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4277206,,,,,,,,,,,,,Mo-Sa 09:00-19:00,,Centre d'Imagerie Médicale,Imagerie médicale Paul Claudel,,,,,,,,,+33 1 69 47 87 00,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,48.6385603,,yes,,,,,,,FR,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.5250988,,,,,,,,,,,,,,,,Infirmerie du CIN,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,48.3705201,,yes,,,,,,,,,
,,,,,,,,,,,"cadastre-dgi-fr, GPS, yahoo Imagery",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.3266646,,,,,,,,,,,,,,,,Infirmier,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,-20.9827606,,yes,,,,,,,,,
,,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.2924861,,,,,,,,,,,,,,,,Infirmier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-21.0230575,,yes,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0614797,,,,,,,,,,,,,,,,Infirmière & Kinésithérapeute,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,44.3333787,,yes,,,,,,,,,
,,,,,,,,,2,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0232376,,,,,,,,,,,,,,,,"Infirmières diplomées d'état: Claudine Lafite, Chantal Lacassagne et Germaine marchiol",,,,,,,,,+33563959356,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,44.0643186,,yes,,,,,,,,,
,,government,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,,,,,,,,operational,,,,,,,,,,,Satellite photogrammetry,,,,,,,-149.5781868,,,,,,,,,,,,,,,,Institut Malardé,,,,,,,,2017/01/31,,,,,,,,,,,,,,doctors,public,,,,,,,,,,,,hard,,,,-17.7318162,,yes,,,,,,,,,
,,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0015170,,,,,,,,,,,,,,,,Institut Médico-Pédagogique,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,47.2944880,,,,,,,,,,,
,,,radiotherapy,,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2012,,,,,,,,,,,,,,,,,,,,698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0739720,,,,,,,,,,,,,,,,Institut de radiologie,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,49.0744900,,yes,,,,,doctor,,,,
,,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.5388320,,,,,Espace Main Épaule,,,,,,,,,,,Institut sud-aquitain de la main et du membre supérieur,,,,,http://isamms.com/,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,43.4860116,,hospital,,,,,,,,,
,,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1422494,,,,,,,,,,,,,,,,Julien Costes Kinésithérapeute,,,,,,,,,+33 4 74 53 57 12,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,45.5499945,,yes,,,,,,,,,
,,,logopaedia;orthophonist,,,,,,,,"cadastre-dgi-fr, GPS, yahoo Imagery",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.3268468,,,,,,,,,,,,,,,,Kiné Infirmier Orthophoniste,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,-20.9819093,,yes,,,,,,,,,
,,,,,,,,,365,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8183481,,,,,,,,,,,,,,,,Kiné Ostéo Sport,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,43.6791901,,commercial,,,,,physiotherapist,,,,
,,,,,,,,,,,Direction Générale des Finances Publiques - Cadastre. Mise à jour : 2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0950932,,,,,,,,,,,,,,,,Kiné-Osthéopathe,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,47.9724833,,yes,,,,,,,,,
,,,physiotherapist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5154534,,,,,,,,,,,,,,,,Kinésithérapeute,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,44.8591313,,yes,,,,,doctor,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,,,,,,,,operational,,,,,,,,,,,Satellite photogrammetry,,,,,,,-149.3306081,,,,,,,,,,,,,,,,Kinésithérapeute,,,,,,,,2016/03/03,,,,,,,,,,,,,,doctors,private,,,,,,,,,,,,hard,,,,-17.5546073,,yes,,,,,physiotherapist,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,,,,,,,,operational,,,,,,,,,,,Satellite photogrammetry,,,,,,,-149.2927964,,,,,,,,,,,,,,,,Kinésithérapeute,,,,,,,,2016/02/15,,,,,,,,,,,,,,doctors,private,,,,,,,,,,,,hard,,,,-17.8149912,,yes,,,,,physiotherapist,,,,
,,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.2924416,,,,,,,,,,,,,,,,Kinésithérapeute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-21.0230278,,yes,,,,,,,,,
,,,,,,,,,,,"note: ""531756""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.4455466,,,,,,,,,,,,,,,,Kinésithérapeute,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,48.7343950,,yes,,,,,,,,,
,,,,,,,,,31,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre ; mise à jour : 2010,,,,,,,,,,,Rue Grande,,,,,,Lambesc,,,,13410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.2615186,,,,,,,,,,,,,,,Kinésithérapeute,Kinésithérapeute,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,43.6537991,,yes,,,,,,,,,
,,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.1277977,,,,,,,,,,,,,,+33 2 41 64 60 68,,Kinésithérapeute,,,,,,,,,,,,,,,,,,,,,yes,doctors,,,,,,,,,,,,,,,,,47.0995409,,yes,,,,,,,,,
,,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0856430,,,,,,,,,,,,,,,,Kinésithérapeute Docteur V Grégoire,,,,,,,,,+33254806377,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,47.9178070,,office,,,,,,,,,
,,,,,,,,,7,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2009,,,,,,,,,,,Rue d'Ostwald,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.7076933,,,,,,,,,,,,,,,,Kinésithérapeute Von Der Marck,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,48.5645282,,,,,,,,,,,
,,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0892992,,,,,,,,,,,,,,,,Kinésithérapeuthe,,,,,,,,,,,,,,,,,,,,,limited,doctors,,,,,,,,,,,,,,,,,50.6249196,,yes,,,,,doctor,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.6202167,,,,,,,,,,,,,,,,Kinésithérapeuthe/Ostéopathe,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,-21.1447723,,yes,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.7110142,,,,,,,,,,,,,,,,Kinésithérapie et Ostéopathie,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,46.7134052,,yes,,,,,,,,,
,,,neurology,,,,,,,,Direction Générale des Finances Publiques - cadastre. Mise à jour : 2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.2363814,,,,,,,,,,,,,,,,Kubler Christophe (Neurologue),,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,47.6307838,,yes,,,,,doctor,,,,
,,,,,,,,,,,extraction vectorielle v1 cadastre-dgi-fr source : Direction Générale des Impôts - Cadas. Mise à jour : 2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0457937,,,,,,,,,,,,,,,,La Maison de La Santé,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,45.4054479,,yes,,,,,,,,,
,,,,,,,,,58,,,,,,,,,,,,,Impasse Alexis Leaud,,,,,,,,,,74430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.6597684,,,,,,,,,,,,,,,,La Maison de Santé,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,46.2305682,,yes,,,,,,,,,
,,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.7088922,,,,,,,,Groupe Capio,,,,,,,,La Passerelle,,,,,,,,,,,,,,,,,,,,,,doctors,private,,,,,,,,,,,,,,,,46.0116588,,yes,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0822499,,,,,,,,,,,,,,,,Laboratoire Bio Médi Qual Centre,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,47.2314982,,yes,,,,,,,,,
,,,biology,,,,310023486,,14 bis,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2011;Le ministère des solidarités et de la santé - 10/2018,,,,,,,,,,,Place Clément Ader,,,,,,Cazères,,,,31220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0872681,,,,,,,,,,,,,Mo-Fr 07:30-18:00; Sa 08:00-13:00,,,Laboratoire Biomedica,,,,,http://laboratoire.biomedica.fr/cazeres.php,,,,+33 5 61 98 41 43,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,43.2077739,,yes,,,,,,,,,
,,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre ; mise à jour : 2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3509809,,,,,,,,,,,,,,,,Laboratoire Millon,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,46.9026661,,yes,,,,,doctor,,,,
,,,biology,,,,,,6,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010,,,,,,,,,,,Rue de Maulbronn,,,,,,Valdahon,,,,25800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3359470,,,,,,,,,,,,,,,,Laboratoire analyses médicales,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,47.1511180,,yes,,,,,doctor,,,,
,,,,,,,,,751,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010,,,,,,,,,,,Avenue Georges Pompidou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.7813242,,,,,,,,,,,,,,,,Laboratoire d'Analyse Médicale Pompidou,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,43.8266942,,yes,,,,,,,,,
,,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.7466577,,,,,,,,,,,,,,,,Laboratoire d'Analyse Médicales Saint-Hilaire,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,46.9234493,,yes,,,,,doctor,,,,
,,,,,,,,,27b,,cadastre-dgi-fr source : Direction Générale des Finances Publiques - Cadastre. Mise à jour : 2019,,,,,,,,,,,Avenue André Bonnet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2344705,,,,,,,,,,,,,,,,Laboratoire d'Analyses Médicales,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,43.9590613,,yes,,,,,,,,,
,,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5673082,,,,,,,,,,,,,,,,Laboratoire d'Analyses des Clairions,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,47.8137705,,yes,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.9103288,,,,,,,,,,,,,,,,Laboratoire d'analyses de Biologie médicale,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,46.5609447,,yes,,,,,,,,,
,,,,,,,,,,,extraction vectorielle v1 cadastre-dgi-fr source : Direction Générale des Impôts - Cadas. Mise à jour : 2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2803825,,,,,,,,,,,,,,,,Laboratoire d'analyses médicales,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,48.1999083,,yes,,,,,,,,,
builder,,,,,,,,,7 bis,,,,,,,,,,,,,Route de la Baie des Dames,,,,,,Nouméa,,,,98800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.4470835,,,,,,,,,,,,,,,,Laboratoire d'analyses médicales,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,-22.2442567,,yes,,,,,,,NC,,
,,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0738855,,,,,,,,,,,,,,,,Laboratoire d'analyses médicales,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,49.3959857,,yes,,,,,,,,,
,,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3456199,,,,,,,,,,,,,,,,Laboratoire d'imagerie,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,45.2787000,,yes,,,,,,,,,
,,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Finances Publiques - Cadastre. Mise à jour : 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4279570,,,,,,,,,,,,,,,,Laboratoire de Biologie Médicale,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,42.6165876,,yes,,,,,,,,,
,,,,,,,,,,,extrapolation,,,+33 1 64 57 19 73,,,,,,,,Avenue Darblay,,,,,,Mennecy,,,,91540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4326060,,,,,,,,,,,,,,,,Laboratoire de Biologie Médicale,,,,,,,,,+33 1 64 57 04 54,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,48.5700807,,yes,,,,,,,FR,,
,,,,,,,,N-S,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010,,,,,,,,,,,,,,,,,,,,,,,,,along,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8141268,,,,,,,,,,,,,,,,Laboratoire de biologie medicale,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,44.1382090,,commercial,,,,,,,,,
,,,,,,,130046089,,10,,Le ministère des solidarités et de la santé - 03/2019,,,,,,,,,,,Impasse Michel Crespin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.3664950,,,,,,,,,,,,,,,,Le Château en Santé,,,,,http://www.chateau-en-sante.org/,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,43.3860580,,yes,,,,,yes,,,,
,,,general,,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9478260,,,,,,,,,,,,,,,,Lemire,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,50.4211640,,yes,,,,,doctor,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9462252,,,,,,,,,,,,,,,,Les pyramides,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,48.7640173,,,,,,,,,,,
,,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9461048,,,,,,,,,,,,,,,,Les pyramides,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,48.7640279,,yes,,,,,,,,,
,,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4582245,,,,,,,,,,,,,,,,Ligeard,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,47.3448686,,yes,,,,,,,,,
,,,,,,,,,80,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2018,,,,,,,,,,,Rue de la Villette,,,,,,Sandillon,,,,45640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0335469,,,,,,,,,,,,,,,,Lochak,,,,,,,,,+33238410619,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,47.8461387,,yes,,,,,,,,,
,,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0454293,,,,,,,,,,,,,,,,M. Tronet – M. Pamart,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,50.9776180,,yes,,,,,doctor,,,,
,,,,,,,,,,,,,,,,,,,,,,Rue Sainte-Marie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.3013397,,,,,,,,,,,,,,,,MAISON MEDICALE,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,49.5911349,,yes,,,,,doctor,,,,
,,,,,,,,E-W,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010,,,,,,,,,,,,,,,,,,,,,,,,,along,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8220286,,,,,,,,,,,,,,,,Maison Ambroise Paré,,,,,,,,,,,,,,,,,,,,,yes,doctors,,,,,,,,2,,,,,,,,,44.1305482,,commercial,,,,,,,,,
,,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5435440,,,,,,,,,,,,,,,,Maison Medical,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,45.6078890,,yes,,,,,doctor,,,,
,,,,,,,,,1,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2012,,,,,,,,,,,Rue Marcel Bisch,,,,,,Seltz,,,,67470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0913890,,,,,,,,,,,,,,,,Maison Medicale,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,48.8961350,,yes,,,,,doctor,,,,
,,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Finances Publiques - Cadastre. Mise à jour : 2014; Observations sur place,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5162860,,,,,,,,,,,,,,,,Maison Médical,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,48.6634280,,yes,,,,,,,,,
,,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Finances Publiques - Cadastre. Mise à jour : 2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8783980,,,,,,,,,,,,,,,,Maison Médical de Flogny-la-Chapelle,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,47.9511970,,yes,,,,,,,,,
,,,general;psychiatry;orthopaedics,,,,,,2,,,,,,,,,,,,,Rue des Lilas,,,,,,Lons-le-Saunier,,,,39000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5629678,,,,,Maison de Santé Pluridisciplinaire,,,,,,,,,,,Maison Médicale,,,,,https://www.facebook.com/lonslesaunier/posts/2057353971167465,,,,,,,Usine Bourgeois,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,46.6739203,,yes,,,,,centre,,,,
,,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Finances Publiques - Cadastre. Mise à jour : 2019,,,,,,,,,,,Rue de Bellevue,,,,,,Corné,,,,49630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.3512192,,,,,,,,,,,,,,,,Maison Médicale,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,2,,,,"Médecins : Dr Quignon, Dr Anotin Kinésithérapeute Infirmière",,,,,47.4714311,,yes,,,,,doctor,,,,
,,,,,,,,,,,,,,,,,,,,,,Rue Guy Le Borgne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.5685238,,,,,,,,,,,,,,,,Maison Médicale,,,,,,,,,,,,,,,,,,,,,yes,doctors,,,,,,,,,,,,,,,,,48.7702698,,yes,,,,,centre,,,,
,,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Finances Publiques - Cadastre. Mise à jour : 2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.3836853,,,,,,,,,,,,,,,,Maison Médicale,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,47.9897749,,yes,,,,,,,,,
,,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.1303180,,,,,,,,,,,,,,,,Maison Médicale,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,48.7001080,,yes,,,,,,,,,
,,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.4475361,,,,,,,,,,,,,,,,Maison Médicale,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,48.7062024,,yes,,,,,,,,,
