shop,name:cy,healthcare:speciality,building:part,wikipedia:en,postal_code,source:outline,fhrs:structural,ref:seedcode,is_in,addr:housenumber,note,old:fhrs:id,man_made,electricity,created_by,pharmacy,source,is_in:town,capacity:disabled,health_specialty:physiotherapy,multipolygon,fhrs:local_authority_id,health_specialty:geriatrics,fax,survey:date,short_name,check_date,leisure,note:outline,historic,facebook,name:uk,motor_vehicle,source:area,smoothness,wikimedia_commons,addr:street,name:em,source:name,fixme,name:en,contact:fax,name,designation,addr:postcode,roof:material,addr:state,name:etymology:wikidata,fhrs:rating,disused,opening_hours:minor_injuries,health_specialty:renal_dialysis,amenity_1,Source,loc_name,description,healthcare:speciality:mental_health,not:addr:postcode,operational_status,wikipedia,minor_injuries_unit,access,fhrs:authority,alt_website,fhrs:confidence_management,email,highway,barrier,contact:email,addr:province,fhrs:id,roof:shape,specialism,insurance:health,source:geometry,addr:city,source:building,military,toilets:wheelchair,internet_access,drive_through,fhrs:businesstype,lon,contact:website,roof:colour,layer,private,height,lat,alt_name,fhrs:hygiene,operator,previous_name,fee,ref:university_of_cambridge,area,opening_hours,hospital,contact:phone,addr:housename,healthcare:speciality:rehabilitation,type,start_date,website,brand,telephone,phone,health_specialty:dentistry,old_name,smoking,disused:fhrs:id,addr:village,abandoned,note:wikidata,source:id,historic:operator,architect,wheelchair:description,dispensing,landuse,source:amenity,hospital:for,amenity,operator:type,reg_name,addr:suburb,surface,building:min_level,wikidata,source:postcode,addr:town,emergency,addr:district,building:levels,lit,FIXME,source:addr,ref:edubase,addr:full,fence_type,last_check,addr:county,source:addr:postcode,ref:charity,building,building:colour,fhrs:inspectiondate,name:gd,url,wheelchair,addr:place,outpatients,beds,healthcare,position,addr:country,operator:wikidata
,,,,,,,,,,,,,,,,,,,,,,,,,,QA,,,,,,,,,,,,,,,,,Queen Alexandra Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,-1.0711767,,,,,,50.8525718,,,,,,,,,,,,,,,,NHS,,,,,,,,,,,,,,,,,,hospital,,,,,,Q7270183,,,yes,,,,,,,,,,,,,,,,,,yes,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queen Elizabeth Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.5808390,,,,,,54.9404627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,Q7270338,,,yes,,,,,,,,,,,,,,,,,,,,,,hospital,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queen Elizabeth Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4437854,,,,,,52.7592611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,Q7270339,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stadium Road,,,,,,Queen Elizabeth Hospital,,SE18 4QH,,,,,,,,,,,,,,,"en:Queen Elizabeth Hospital, London",,,,,,,,,,,,,,,,London,,,yes,,,,0.0474751,,,,,,51.4760992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,Q7270343,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queen Elizabeth II Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1871682,,,,,,51.7826293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,Q7270362,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queen Elizabeth The Queen Mother Hospital,,,,,,,,,,,,QEQM,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3920788,,,,,,51.3773664,,,NHS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Whitefield Road,,,,,,Queen Margaret Hospital,,KY12 0SU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dunfermline,,,,,,,-3.4321998,,,,,,56.0823399,,,NHS Fife,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,Q7270437,,,no,,,,,,,,,,,,,,,,,,,,,,hospital,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Frognal Avenue,,,,,,Queen Mary's Hospital,,DA14 6LT,,,,,,,,,,,,,,,,,,,,,,,,,,765937,,,,,,,,,,,,0.0994348,,,,,,51.4190774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,industrial,,,hospital,,,,,,Q7270448,,,,,,,,FHRS Open Data,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,171,,,,,,,local_knowledge,,,,,,,,,,,,,,,,,,,,Roehampton Lane,,,,,,Queen Mary's Hospital,,SW15 5PN,,,,,,,,,,,,,,,en:Queen Mary's Hospital,,,,,,,,,,,298390,,,,,London,,,,,,,-0.2427920,,,,,,51.4560126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,Q7270446,,,no,,,,,FHRS Open Data,,,,,,,,,,,,,,Roehampton,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queen Victoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.8597954,,,,,,54.0732792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queen Victoria Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0024377,,,,,,51.1333980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,Q7270535,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queen Victoria Memorial Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1423731,,,,,,51.3688216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queen's Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.6539051,,,,,,52.8154046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,hospital,,,,,,Q30293268,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1772675,,,,,,51.5697914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,Q7270013,,,yes,,,,,,,,,,,,,,,,,,yes,,,,,,,
,,,,,,,,,,,,,,,,,Bing;local_knowledge,,,,,,,,,,,,,,,,,,,,Derby Road,,,,,,Queens Medical Centre,,NG7 2UH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.1873897,,,,,,52.9450197,QMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,Q7270030,,,yes,,,,,,,,,,,,,,,,,,yes,,,,,,,
,,,,,,,,,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,RCH Child Development Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.0948176,,,,,,50.2680915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,no,,,,,,,,,,,,,yes,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,OS Local,,,,,,,,,,,,,,,,,,,,,,,,,,RCH Diabetes Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.0946507,,,,,,50.2678336,,,,,,,,,,,,,,,,,,,,,,,,,,FB5D9F6E-BF1C-43B3-AF0E-D16F6DF1BA9A,,,,,,,,hospital,,,,,,,,,no,,,,,,,,,,,,,yes,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RMC,,,,,,,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,-0.9471685,,,,,,51.2406967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Radyr Health Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.2527838,,,,,,51.5136029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Raigmore Hospital,,,,,,,,,,,,,,,,,en:Raigmore Hospital,,,,,,,,,,,,,,,,,,,,,,,-4.1974909,,,,,,57.4739888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,Q7283830,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rampton Secure Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.8436281,,,,,,53.2903344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,Q7290053,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Randolph Wemyss Memorial Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.0285589,,,,,,56.1766301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,hospital,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reaside,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.0110627,,,,,,52.4011473,,,Birmingham and Solihull Mental Health NHS Foundation Trust,,,,,,,,,,,,https://www.bsmhft.nhs.uk/,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Redcar Primary Care Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0687957,,,,,,54.6018007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rehabilitation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.5202726,,,,,,53.4219105,,,NHS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,hospital,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Renacres Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.9542924,,,,,,53.6018256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,renal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ringers Road,,,,,,Renal Dialysis Unit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0142919,,,,,,51.4012379,,,NHS Kings@Bromley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Renal Unit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.0937679,,,,,,50.4190380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,OS_OpenData_StreetView,,,,,,,,,,,,,,,,,,,,,,,,,,Retford Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.9556841,,,,,,53.3261248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,
,,,,,,,,,,,,,,,Potlatch 0.10f,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ribbleton Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.6570139,,,,,,53.7724328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,John Street,,,,,,Richardson Hospital,,DL12 8ET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barnard Castle,,,,,,,-1.9153571,,,,,,54.5470564,,,,,,,,,,,,,,,https://www.cddft.nhs.uk/our-hospitals/richardson-hospital.aspx,,,+44 1833 696 500,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,visual survey; estimate,,,,,,,,,,,,,,,,,,,,,,,,,,Richmond Primary Care Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.8164689,,,,,,52.4779302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ridge Lea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.7763319,,,,,,54.0538374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,local_knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,Rikenel Health Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.2449909,,,,,,51.8609577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,hospital,,,
,,,,,,,,,,,,,,,,,survey;OS_OpenData_StreetView,,,,,,,,,,,,,,,,,,,,Slack Lane,,,,,,Ripley Hospital,,DE5 3HF,,,,,,,,,,,,,,,,,,,,,,,,,,1169,,,,,Ripley,,,,,,,-1.4116787,,,,,,53.0474155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"Includes Xray, Minor Injuries Unit, Trinity Ward and outpatients' department",,,,,,,,,,,,,,,,,,,,,,,,,,Firby Lane,,,,,,Ripon Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ripon,,,,,,,-1.5268393,,,,,,54.1358775,,,,,,,,,,,Ripon Community Hospital,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,Q26554110,,,no,,,,,,,,,,,,,yes,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Riversdale Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.4120269,,,,,,52.9989865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,visual survey; estimate,,,,,,,,,,,,,,,,,,,,,,,,,,Riverside Lodge Intermediate Care Unit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.8375008,,,,,,52.4738036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Riverside Practice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0827917,,,,,,52.5512010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Robert Jones and Agnes Hunt Orthopaedic Hospital,,,,,,,,,,,,,,,,,en:Robert Jones and Agnes Hunt Orthopaedic Hospital,,,,,,,,,,,,,,,,,,,yes,,,,-3.0320269,,,,,,52.8860029,,,,,,,,,,,,,,,https://www.rjah.nhs.uk/,,,,,Shropshire Orthopaedic Hospital,,,,,,,,,,,,,,hospital,,,,,,Q7346181,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Robinson Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.5073235,,,,,,55.0723663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,
,,,,,,,,,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,Whitehall Street,,,,,,Rochdale Infirmary,,OL12 0NB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rochdale,,,,,,,-2.1614364,,,,,,53.6226903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,Q30282050,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rochford Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7020124,,,,,,51.5838343,,,NHS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Romsey Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.4827617,,,,,,50.9921879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,hospital,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rookwood Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.2271354,,,,,,51.4940760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,Q7366234,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,OS_OpenData_StreetView,,,,,,,,,,,,,,,,,,,,,,,,,,Ross Hall Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.3645149,,,,,,55.8395002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ferry Road,,,,,,Ross Memorial Hospital,,IV15 9QT,,,,,,,,,,,,,,,,,,,,,,,,,,359873,,,,,Dingwall,,,,,,,-4.4189823,,,,,,57.5942792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ross on Wye Community Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.5839779,,,,,,51.9126934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,no,,,,,,,,,,,,,yes,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rotherham General Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.3433016,,,,,,53.4165361,,,Rotherham NHS Foundation Trust,,,,,,,,,,,,,,,+44 1709 820000,,,,,,,,,,,,,,,,hospital,,,,,,Q30279700,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rowanbank Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.2202781,,,,,,55.8908989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,visual survey; estimate,,,,,,,,,,,,,,,,,,,,,,,,,,Rowley Regis Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.0540623,,,,,,52.4812817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,Q7372243,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rowner Health Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.1740697,,,,,,50.8131345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Roxburgh House,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.1259051,,,,,,57.1565371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,no,,,,,,,,,,,,,yes,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Royal Aberdeen Childrens' Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.1360865,,,,,,57.1540127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,Q7373568,,,yes,,,,,,,,,,,,,yes,,,,,yes,,,,hospital,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Royal Albert Edward Infirmary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.6284193,,,,,,53.5570651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Royal Alexandra Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.4812995,,,,,,53.3266826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,Q29492129,,,no,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Royal Alexandra Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.4365682,,,,,,55.8366433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,Q7373656,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Royal Berkshire Hospital,,,,,,,,,,,,,,,,,en:Royal Berkshire Hospital,,,,,,,,,,,,,,,,,,,,,,,-0.9603579,,,,,,51.4512636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,Q7373809,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,local knowledge,,,,,,,,,,,,,,,,,,,,Haslingden Road,,,,,,Royal Blackburn Teaching Hospital,,BB2 3HH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blackburn,,,,,,,-2.4572302,,,,,,53.7360144,,,,,,,,,,,,,,,https://www.elht.nhs.uk/hospitals-and-trust-locations/royal-blackburn-hospital.htm,,,+44 1254 263555,,,,,,,,,,,,,,,,hospital,,,,,,Q30281700,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Royal Bolton Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.4289636,,,,,,53.5492636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,Q41566886,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,Bing;OS_OpenData_StreetView,,,,,,,,,,,,,,,,,,,,Castle Lane East,,,,,,Royal Bournemouth Hospital,,BH7 7DW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bournemouth,,,,,,,-1.8226467,,,,,,50.7490355,Bournemouth Hospital,,Royal Bournemouth & Christchurch Hospitals NHS Foundation Trust,,,,,,,,,,,,https://www.rbch.nhs.uk/,,,+44 1202 303626,,,,,,,,,,,,,,,,hospital,,,,,,Q7373840,,,yes,,,,,,,,,,,,,,,,,,,,,,hospital,,,
,,,,,,,,,,,,,,,,,https://www.imperial.ac.uk/media/imperial-college/visit/public/bromptonmap.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,Royal Brompton Hospital,,,,,,,,,,,,,,,,,en:Royal Brompton Hospital,,,,,,,,,,,,,,,,,,,,,,,-0.1745613,,,,,,51.4895310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sydney Street,,,,,,Royal Brompton Hospital,,SW3 6PY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1705840,,,,,,51.4900344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,Q7373850,FHRS Open Data,,no,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Royal Cornhill Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.1135135,,,,,,57.1544392,,,NHS Grampian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,Q7374066,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Royal Cornwall Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.0948077,,,,,,50.2665494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,Q7374067,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,
