shop,cameras,name:cy,building:part,indoor,addr:parentstreet,survey_date,payment:cash,postal_code,smoking,is_in,addr:housenumber,source:addr:housenumber,old:fhrs:id,ref:store,payment:debit_cards,office,addr:town,addr:state,pharmacy,source,ref:NPLG:UPRN:1,source:number,opening_hours:url,covered,addr:village,fhrs:local_authority_id,fax,survey:date,emergency,food,material,contact:facebook,disused:shop,building:roof:orientation,sponser,addr:hamlet,source:area,addr:terrace,wikimedia_commons,addr:street,source:postal_code,source:name,fixme,name:en,contact:fax,name,wheelchair:description,level,addr:postcode,roof:material,stroller,parking:disabled,payment:credit_cards,payment:contactless,HE_ref,roof:orientation,floors,money_transfer,disused,internet_access,payment:mastercard,opening_hours:pharmacy,opening_hours:post_office,amenity_1,twitter,designation,roof:height,lawyer,medical_supply,payment:american_express,description,alcohol,not:addr:postcode,contact:email,wikipedia,addr:province,fhrs:rating,fhrs:authority,brand:wikidata,ref:cadw,check_date,leasing_number,ref,email,takeaway,phone2,recycling:batteries,fhrs:id,roof:shape,contact:twitter,old_amenity,addr:source,atm,source:geometry,addr:city,source:building,roof:direction,fhrs:name,source:listed_status,toilets:wheelchair,retail,opticians,comment,drive_through,source:location,ref:pol_id,lon,contact:website,roof:colour,layer,height,dispensing_hours,int_name,alt_name,building:roof:shape,operator,brand:wikipedia,previous_name,fixme:addr2,fixme:addr4,currency:GBP,area,opening_hours,contact:phone,addr:housename,old_fhrs:id,heritage,architect,dogs,website,addr:unit,source:height,listed_status,brand,addr:suburb,phone,old_name,source:outline,indoor:level,disused:fhrs:id,room,note:fsha,atm:fee,start_date,deaf:description:en,dispensing,landuse,source:amenity,roof:levels,amenity,addr:street:en,source:shape,parking,telephone,addr:floor,admin_name,wikidata,source:postcode,alt_shop,cuisine,verified,ref:gphc,fhrs:inspectiondate,building:levels,image,note,nhs,addr:locality,branch,FIXME,source:addr,building:material,addr:full,payment:visa,fhrs:localauthoritybusinessID,levels,building:architecture,addr:county,source:addr:postcode,lat,old_shop,building,building:colour,addr:district,store_ref,url,wheelchair,addr:place,branch:ref,historic,parking:access,healthcare,colour,addr:country,heritage:operator,operator:wikidata
,,,,,,,,,,,11,,,,,,,,,survey,,,,,,,,,,,,,,,,,,,,Charles Street,,,,,,Evans Pharmacy,,,NG11 6EF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bing,,,,,,,,,,,-1.1503763,,,,,,,,,,,,,,,,,,,,,,,https://www.evanspharmacy.com/evans-pharmacy-ruddington-i62,,,,,,,,,,,,,,,,yes,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.8914538,,yes,,,,,,,,,,pharmacy,,,,
,,,,,,,,,,,,,,,,,,,,survey,,,,,,,,,,,,,,,,,,,,Heanor Road,,,,,,Evans Pharmacy,,,DE7 8ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251802,,,,,,,,,,,,,,,,,,,-1.3121413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manor Pharmacy,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,FHRS Open Data,,,,,,,,,52.9788668,,yes,,,,,,,,,,,,,,
,,,,,,,,,,,84,,,,,,,,,survey,,,,,,,,,,,,,,,,,Bing,,,College Street,,,,,,Evans Pharmacy,,,NG10 4NP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252485,,,,,,,Nottingham,,,,,,,,,,,,-1.2828055,,,,,,,,,,,,,,,,,,,,,,,,,,,,Long Eaton,,Manor Pharmacy,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,Food Hygiene Open Data;survey,,,,,,,,,52.9043487,,shop,,,,,,,,,,,,,,
,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wilsthorpe Road,,,,,,Evans Pharmacy,,,DE72 3EA,,,,,,,,,,,,,,,,,,,,,,,,DE72 3EB,,,,,,,,,,,,,,,251857,,,,,,,Derby,,,,,,,,,,,,-1.3156995,,,,,,,,,,,,,,,,,,,,,,,,,,,,Breaston,,Manor Pharmacy,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.8977008,,shop,,,,,,,,,,,,,,
,,,,,,,,,,,77,,,,,,,Hampshire,,,,,,,,,,,,,,,,,,,,,,High Street,,,,,,Everetts Pharmacy,,,SO30 3DS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,westend@everettspharmacy.co.uk,,,,,,,,,,,Southampton,,,,,,,,,,,,-1.3342000,,,,,"Mo-Fr 09:00-13:00,14:00-17:30; Sa 09:00-13:00",,,,H J Everett (Chemist) Ltd,,,,,,,Mo-Fr 09:00-17:30; Sa 09:00-13:00,,,,,,,https://everettspharmacy.co.uk/branches/west-end,,,,,,+442380473179,,,,,,,,,,yes,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.9275676,,,,,,,,West End,,,,,,GB,,
,,,,,,,,,,,51,,,,,,,Hampshire,,,,,,,,,,,,,,,,,,,,,,St Johns Centre,,,,,,Everetts Pharmacy,,,SO30 4QU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hedgeend@everettspharmacy.co.uk,,,,,,,,,,,Southampton,,,,,,,,,,,,-1.3044988,,,,,"Mo-Fr 09:00-12:30,13:30-18:00; Sa 09:00-12:30,13:30-17:00",,,,H J Everett (Chemist) Ltd,,,,,,,Mo-Fr 09:00-18:00; Sa 09:00-17:00,,,,,,,https://everettspharmacy.co.uk/branches/hedge-end,,,,,,+441489787141,,,,,,,,,,yes,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.9133069,,,,,,,,Hadge End,,,,,,GB,,
,,,,,,,,,,,,,,,,,,Hampshire,,,,,,,,,,,,,,,,,,,,,,Yew Tree Drive,,,,,,Everetts Pharmacy,,,PO15 7LB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,whiteley@everettspharmacy.co.uk,,,,,,,,,,,Fareham,,,,,,,,,,,,-1.2660203,,,,,"Mo-Fr 08:45-13:15,14:15-18:15; Sa 09:00-12:00",,,,H J Everett (Chemist) Ltd,,,,,,,Mo-Fr 08:45-18:15; Sa 09:00-12:00,,,,,,,https://everettspharmacy.co.uk/branches/whiteley,,,,,,+441489565441,,,,,,,,,,yes,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.8825752,,yes,,,,,,Whiteley,,,,,,GB,,
,,,,,,,,,,,28,,,,,,,Hampshire,,,,,,,,,,,,,,,,,,,,,,The Square,,,,,,Everetts Pharmacy,,,PO14 4AF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,titchfield@everettspharmacy.co.uk,,,,,,,,,,,Fareham,,,,,,,,,,,,-1.2339973,,,,,"Mo-Fr 08:45-13:00,14:00-17:30; Sa 09:00-13:00",,,,H J Everett (Chemist) Ltd,,,,,,,Mo-Fr 08:45-17:30; Sa 09:00-13:00,,,,,,,https://everettspharmacy.co.uk/branches/titchfield,,,,,,+441329842310,,,,,,,,,,yes,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.8496798,,,,,,,,Titchfield,,,,pharmacy,,GB,,
,,,,,,,,,,,42,,,,,,,Hampshire,,,,,,,,,,,,,,,,,,,,,,Bridge Road,,,,,,Everetts Pharmacy,,,SO31 7GF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,parkgate@everettspharmacy.co.uk,,,,,,,,,,,Southampton,,,,,,,,,,,,-1.2694990,,,,,"Mo-Fr 09:00-13:00,14:00-17:30; Sa 09:00-13:00",,,,H J Everett (Chemist) Ltd,,,,,,,Mo-Fr 09:00-17:30; Sa 09:00-13:00,,,,,,,https://everettspharmacy.co.uk/branches/park-gate,,,,,,+441489573147;+441489885305,,,,,,,,,,yes,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.8721692,,,,,,,,Park Gate,,,,,,GB,,
,,,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High Street,,,,,,Evesham Pharmacy,,,WR11 4HJ,,,,,,147449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,English Heritage,,,,,,,,-1.9466638,,,,,,,,,,,,,,,,,,,,,,,,,,Grade II,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,Land Registry,,,,,,,,,,,,,,,,,,,,,,52.0932991,,yes,,,,,yes,,,,,,,,,
,,,,,,,,,,,56,,,,,,Normanton,,,,,,,,,,,,,,,,,,,,,,,High Street,,,,,,Exel Chemist,,,WF6 2AQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.4177666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.7001229,,yes,,,,,,,,,,pharmacy,,,,
,,,,,,,,,,,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F.A. Strange,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0554584,,dark_grey,,,,,,,,,,,,,,Mo-Fr 09:00-19:00; Sa 09:00-18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,3,,,,,,,,brick,,,,,,,,51.5560426,,retail,brown,,,,,,,,,,,,,
,,,,,,,,,,,6-7,,,,,,,,,os_opendata_streetview,,,,,,,,,,,,,,,,,,,,Bailgate,,,,,,F.P. Watson,,,LN1 3AE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lincoln,,,,,,,,,,,,-0.5385408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+44 1522 525778,,,,,,,,,,yes,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.2347610,,yes,,,,,,,,,,pharmacy,,GB,,
,,,,,,,,,,,20,,,,,,,,,bing,,,,,,,,,,,,,,,,,,,,Mary Road,,,,,,FMR Pharmacy,,,B21 0RH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Birmingham,,,,,,,,,,,,-1.9390666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5006613,,yes,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fairbrother Pharmacy,,,PE13 1BJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1622571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.6645127,,yes,,,,,,,,,,,,,,
,,,,,,,,,,,95,,,,,,,Hampshire,,,,,,,,,+44 1329 282879,,,,,,,,,,,,,Highlands Road,,,,,,Fareham Pharmacy,,,PO15 6HZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mail@farehampharmacy.co.uk,,,,,,,,,,,Fareham,,,,,,,,,,,,-1.2083967,,,,,,,,,,,,,,,,Mo-Sa 07:30-22:30; Su 09:00-19:00,,,,,,,,1,,,,,+44 1329 282879,,,,,,,,,,yes,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.8602748,,,,,,,,,,,,pharmacy,,GB,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ferndown Pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.8922003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.8002631,,yes,,,,,,,,,,pharmacy,,,,
,,,,,,,,,,,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Station Road,,,,,,Ferris Pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3038004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.3760761,,commercial,,,,,,,,,,pharmacy,,,,
,,Boots,,,,,,,,,74,,,,,,,,,,,,,,,1926,,,,,,,,,,,,,,Foryd Road,,,,Boots UK,,Fferyllfa Boots / Boots Pharmacy,,,LL18 5AY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Conwy,,,,,,,,,,778650,,,,,,,Rhyl,,,,,,,,,,,,-3.5198026,,,,,,,,,,,,,,,,Mo-Fr 08:30-17:30;Sa 08:30-12:30,,The Square,,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.3110936,,yes,,,,,,Kinmel Bay,,,,,,GB,,
,,Fferylliaeth y Bont,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stryd y Bont / Bridge Street,,,,Bridge Pharmacy,,Fferylliaeth y Bont,,,SA38 9DX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Castell Newydd Emlyn / Newcastle Emlyn,,,,,,,,,,,,-4.4670377,,,,,,,,,,,,,,,,,,,,,,,http://www.wales.nhs.uk/sitesplus/862/cyfeiriadur/fferyllfeydd/27a,,,,,,+44 1239 710246,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.0393978,,yes,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,survey,,,,,,,,,,,,,,,,,,,,,,,,,,Filey Bay Pharmacy,,,YO14 9GE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1098683,,,,,,,,,,,,,,,,,,,,,no,,,-0.2809771,,,,,,,,,,,,,,,,,,,,,,,https://fileybay-pharmacy.co.uk/,,,,,,,,,,,,,,,,yes,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.1806004,,yes,,,,,,,,,,pharmacy,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fittleworth Medical LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,-0.5467945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.8223054,,yes,,,,,,,,,,,,,,
,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trumpington Street,,,,,,Fitzwilliam Pharmacy,,,CB2 1QZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,0.1201721,,,,,,,,,Alphega Pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,Q26419033,,,,,,,,,,,,,,,,,,,,,,,52.2003446,,yes,,,,,,,,,,pharmacy,,,,
,,,,,,,,,,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barnham Road,,,,,,Five Villages Pharmacy,,,PO22 0ER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barnham,OS_OpenData_StreetView,,,,,,,,,,,-0.6422335,,,,,,,,,,,,,,,,Mo-Fr 09:00-18:00; Sa 09:00-14:00,,,,,,,,,,,,,,,,,,,,,,,yes,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.8319788,,yes,,,,,,,,,,pharmacy,,,,
,,,,,,,,,,,615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Forest Road,,,,,,Forest Chemist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,London,,,,,,,,,,,,-0.0175929,,,,,,,,,,,,,,,,,,,,,,,,,,,,Walthamstow,,,,,,,,,,,yes,,,,pharmacy,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,51.5903108,,retail,,,,,,,,,,,,GB,,
,,,,,,,,,,,67,,,,,,,,,Bing;photographic_survey,,,,,,,,,,,,,,,,,,,,Blythe Road,,,,,,Forrest Pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,London,,,,,,,,,,,,-0.2173180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+44 20 76032493,,,,,,,,,,yes,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.4975931,,yes,,,,,yes,,,,,,,GB,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fortwilliam Pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.9376311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.6259010,,yes,,,,,,,,,,pharmacy,,,,
,,,,,,,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Church Road,,,,,,Forward Pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2399996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,51.4750698,,retail,,,,,,,,,,,,,,
,,,,,,,,,,,14,,,,,,,,,Bing;survey,,,,,,,,,,,,,,,,,,,,Forest Hill Road,,,,,,Foster & Sons,,,SE22 0RR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,364695,,,,,,,,,,,,,,,,,,,-0.0627922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.4540625,,yes,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Four Acre Chemist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,-2.7242795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.4198016,,,,,,,,,,,,pharmacy,,,,
,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Half Moon Lane,,,,,,Fourway Pharmacy,,,SE24 9HU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,433589,,,,,,,,,,,,,,,,,,,-0.1005578,,,,,,,,,,,,,,,,,,,,,,,http://www.fourwaypharmacy.co.uk,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.4527621,,yes,,,,,,,,,,,,,,
,,,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Denmark Hill,,,,,,Fourways Pharmacy,,,SE5 8RZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,London,,,,,,,,,,,,-0.0933329,,,,,,,,,,,,,,,,Mo-Fr 09:00-18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.4732650,,yes,,,,,,,,,,,,GB,,
,,,,,,,,,,,37,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,Church Street,,,,,,Gamlingay Pharmacy,,,SG19 3JH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gamlingay,,,,,,,,,,,,-0.1899768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.1554010,,yes,,,,,,,,,,,,,,
,,,,,,,,,,,36,,,,,,,,,,,,,,Gargrave,,,,,,,,,,,,,,,High Street,,,,,,Gargrave Pharmacy,,,BD23 3RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Skipton,,,,,,,,,,,,-2.1045037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+44 1756 749324,,,,,,,,,,yes,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.9837336,,yes,,,,,,,,,,,,,,
,,,,,,,,,,,27-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Warwick Way,,,,,,Gees Chemist,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,London,,,,,,,,,,,,-0.1398103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,3,,,,,,,,plaster,,,,,,,,51.4924228,,retail,white,,,,,,,,,pharmacy,,,,
,,,,,,,,,,,21,,,,,,Ossett,,,,,,,,,,,,,,,,,,,,,,,Church Street,,,,,,Giles & Ward Pharmacy,,,WF5 9DG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.5809339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.6824619,,yes,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gillbrae Medical Practice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.5869428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.0641824,,yes,,,,,,,,,,pharmacy,,,,
,,,,,,,,,,,42-44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glasshouse Street,,,,,,Glasshouse Pharmacy,,,NG1 3LW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218775,,,,,,,,,,,,,,,,,,,-1.1462092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,3,,,,,,,Food Hygiene Open Data,,,,,,,,,52.9568036,,yes,,,,,,,,,,pharmacy,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glevum Way,,,,,,Glevum Pharmacy,,,GL4 4BL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gloucester,,,,,,,,,no,,,-2.2044453,,,,,,,,,Glevum Pharmacy,,,,,,,,,Glevum Way Surgery,,,,,,,,,,,,,,,,,,,,,yes,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.8415688,,yes,,,,,,,,,,pharmacy,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Godalming Pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.6116687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.1857262,,yes,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gohills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.4072236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.9975639,,yes,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gordons Chemist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.7456687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.6485950,,yes,,,,,,,,,,pharmacy,,,,
,,,,,,,,,,,37,,,,,,,,,survey,,,,,,,,,,,,,,,,,,,,North Audley Street,,,,,,Gould Pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1533365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.5125483,,,,,,,,,,,,pharmacy,,,,
,,,,,,,,,,,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High Street,,,,,,Graeme Pharmacy,,,ML12 6DH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.5221875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.6243653,,yes,,,,,,,,,,,,,,
,,,,,,,,,,,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tottenham Court Road,,,,,,Grafton Pharmacy,,,W1T 5AZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,London,,,,,,,,,,,,-0.1378608,,,,,,,,,,,,,,,,Mo-Fr 08:00-19:00; Sa 09:00-14:00,,,,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.5242945,,,,,,,yes,,,,,pharmacy,,GB,,
chemist,,,,,,,,,,,137,,,,,,,,,,,,,,,7167,,,,,,,,,,,,,,Cann Hall Road,,,,,,Granshaws Chemist,,0,E11 3NJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,515400,,,,,,,London,,,,,,,,,,,,0.0107055,,,,,,,,,Granshaws Ltd,,,,,,,,,,,,,,,,,,,Leytonstone,,,,,,,,,,,yes,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FHRS Open Data,51.5551197,,yes,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Green Light Pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+44 20 73837912,,,,,,,,,,,,,,,,,,,,,-0.1384906,,,,,,,Laurence Corner,,,,,,,,,,,,,,,,https://greenlightpharmacy.com/,,,,,,+44 20 73873233,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,4,,,,,,,,plaster,,,,,,,,51.5266739,,yes,white,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Green Light Pharmacy,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0383275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.5182641,,,,,,,,,,,,,,,,
