health_facility:type,shop,office,healthcare:speciality,building:part,description:de,social_facility,building:type,addr:housenumber,toilets,fenced,addr:state,ele,source,image,fax,survey:date,name_alt,emergency,fixme,leisure,historic,ref:gdke,wikimedia_commons,addr:street,contact:facebook,name:en,contact:fax,name,wheelchair:description,addr:postcode,roof:material,ref:bldam,internet_access:fee,roof:orientation,registration_hours,disused,internet_access,health_specialty:psychiatry,designation,roof:height,provided_for:adolescent,loc_name,building:name,source:addr,capacity,wikipedia,language:others,access,check_date,ref,email,highway,building:height,barrier,contact:email,roof:shape,building:use,health_specialty:psychotherapy,health_specialty:psychiatrics,source:geometry,addr:city,roof:direction,language:de,health_person:type,toilets:wheelchair,provided_for:child,lon,contact:website,roof:colour,layer,height,alt_name,building:roof:shape,construction_date,operator,short_name,service,area,opening_hours,contact:phone,addr:housename,vehicle,start_date,website,heritage:description:de,health_specialty:rheumatology,heritage,telephone,source:date,phone,old_name,smoking,opening_hours:signed,note_de,source:url,landuse,wheelchair,contact:mail,amenity,operator:type,addr:hamlet,addr:suburb,official_name,building:min_level,wikidata,social_facility:for,health_specialty:cardiology,medical_system:western,addr:district,building:levels,note,kvl_hro:type,old_amenity,description,TMC:cid_58:tabcd_1:LocationCode,building:material,healthcare,fence_type,kvl_hro:amenity,health_specialty:orthopaedics,lat,addr:subdistrict,building,building:colour,url,roof:levels,addr:place,TMC:cid_58:tabcd_1:LCLversion,TMC:cid_58:tabcd_1:Class,year_of_construction,healthcare:for,addr:country,heritage:operator,operator:wikidata
,,,rehabilitation;oncology;internal,,,,,36,,,,,Bing,,,,,no,,,,,,Frankenstraße,,,,Rehabilitations- & Präventionszentrum Bad Bocklet,,97708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bad Bocklet,,,,yes,,10.0811724,,,,,Rehaklinik Bad Bocklet,,,,,,,,,,,,https://www.rehazentrum-bb.de/,,,,09708-79-0,,,,,,,,,yes,,clinic,,,,,,,,,,,,,,,,,,clinic,,,,50.2706285,,yes,,,,,,,,,DE,,
,,,rehabilitation;oncology;internal,,,,,36,,,,,Bing,,,,,no,,,,,,Frankenstraße,,,,Rehabilitations- & Präventionszentrum Bad Bocklet,,97708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bad Bocklet,,,,yes,,10.0809758,,,,,Rehaklinik Bad Bocklet,,,,,,,,,,,,https://www.rehazentrum-bb.de/,,,,09708-79-0,,,,,,,,,yes,,clinic,,,,,,,,,,,,,,,,,,clinic,,,,50.2705552,,yes,,,,,,,,,DE,,
,,,,,,,,66,,,,,,,,,,,,,,,,Berliner Chaussee,,,,Rehabilitationsfachklinik Alte Ölmühle,,39114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Magdeburg,,,,,,11.6735040,,,,,,,,,,,,,,,,,www.fachklinik-alte-oelmuehle.de,,,,,,,,,,,,,,,clinic,,,,,,,,,,,2,,,,,,,,,,,52.1295243,,yes,,,,,,,,,DE,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rehabilitationsklinik,,,,,,,,,,,,,,,,,,,,,,,,,,,,flat,,,,,,,,,,,8.5302915,,gray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,3,,,,,,,rehabilitation,,,,52.0069995,,yes,#E6CEAE,,,,,,,,,,
,,,neurology,,,,,,,,,,,,+49 3522 532050,,,no,,,,,,,,,,Rehabilitationsklinik Großenhain,,,,,,,,,,,,,,,,,,,,,,,info@elbland-reha.de,,,,,,,,,,,,,,,,13.5390152,,,,,,,,ELBLAND Reha- und Präventions-GmbH,,,,,,,,,http://www.elbland-reha.de/,,,,,,+49 3522 530,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,rehabilitation,,,,51.2863966,,,,,,,,,,,,,
,,,rehabilitation;oncology;rheumatology,,,,,9,,,,,,,,,,,,,,,,Kurhausstraße,,,,Rehaklinik Am Kurpark,,97688,,,,,,,,,,,,,,,,de:Kurhausstraße 9 (Bad Kissingen),,,,,,,,,,,,,,,Bad Kissingen,,,,yes,,10.0781845,,,,,,,,,,,,,,,,,https://www.rehaklinik-am-kurpark.de/startseite/,,,,,,+49 9719190,,,,,,,limited,,clinic,,,,,,Q25089316,,,,,,,,,,,,clinic,,,,50.1958796,,yes,,,,,,,,,DE,,
,,,,,,,,1,,,,,,,,,,,,,,,,Klausenbach,,,,Rehaklinik Klausenbach,,77787,,,,,,,,,,,,,,,,de:Otto Walther,,,,,,,,,,,,,,,Nordrach,,,,,,8.1239433,,,,,,,,,,,,,,,,,https://www.rehaklinik-klausenbach.de/,,,,,,+497838 820,,,,,,,,,clinic,,,Kolonie,,,,,,,,,,,,,,,,,,,48.4304737,,yes,,,,,,,,,DE,,
,,,,,,,,13,,,,,,,,,,,,,,,,Traunfeldstraße,,,,Rehaklinik Prinzregent Luitpold Bad Reichenhall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.8773404,,,,,,,,,,,,,,Rehaklinik Prinzregent Luitpold,,,,,,,,,+49 8651 774442,,,,,,,,,clinic,,,,,,,,,,,,E-Mail: klinik@reha-luitpold.de,,,,,,,,,,47.7326687,,yes,,,,,,,,,,,
,,,dental_oral_maxillo_facial_surgery;orthopaedics,,,,,2,,,,,,,,,,,,,,,,An der Wipper,,,,Reichental-Klinik GmbH,,06567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bad Frankenhausen/Kyffhäuser,,,,,,11.0950883,,,,,,,,,,,,,,,,,https://www.reichental-klinik.de,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,51.3587257,,yes,,,,,,,,,,,
,,,psychiatry,,,day_care,,30,,,,,,,+49 2671 914029,,,,,,,,,Avallonstraße,,,,Rhein-Mosel-Fachklinik Tagesklinik Cochem,,56812,,,,,,,,,,,,,,,,,,,,,info@rmf.landeskrankenhaus.de,,,,,,,,,,Cochem,,,,,,7.1784069,,,,,,,,Rhein-Mosel-Fachklinik Andernach,,,,,,,,,https://www.rhein-mosel-fachklinik-andernach.de/leistungsspektrum/teilstationaereambulanteangebote/tageskliniken-andernachcochem-koblenz-mayen.html,,,,,,+49 2671 914020,,,,,,,,,clinic,,,,,,,mental_health,,,,,,,,,,,clinic,,,,50.1547023,,hospital,,,,,,,,,DE,,
,,,neurology;psychiatry,,"Zentrum für Psychiatrie, Psychotherapie, Psychosomatik und Neurologie, Akademisches Lehrkrankenhaus der Universitätsmedizin Mainz",,,,,,,,http://de.wikipedia.org/wiki/Liste_der_Kulturdenkm%C3%A4ler_in_Alzey,,,,,,,,,N,,,,,+49 6731 50-1442,Rheinhessen-Fachklinik Alzey,,,,,,,,,,,,,,,,,,de:Rheinhessen-Fachklinik Alzey,,,,,,,,,info@rfk.landeskrankenhaus.de,,,,,,,,,,,,8.1325741,www.rheinhessen-fachklinik-alzey.de,,,,,,,Landeskrankenhaus Rheinland-Pfalz,,,,,+49 6731 50-0,,,,,"Ensemble in barockisierendem Heimatstil aus eingeschossigen Putzbauten (Krankenabteilungen, Kapelle, Versorgungseinrichtungen, Wirtschaftshof, Verwalterbau, um 1914",,4,,,,,,,,,,yes,,clinic,,,,,,,,,,,,,,,,,,clinic,,,,49.7380315,,,,,,,,,,,,gdke,
,,,,,,,,36,,,,,Website Rheumazentrum Mittelhessen,,,,,,incomplete,,,,,Sebastian-Kneipp-Straße,,,,Rheumazentrum Mittelhessen GmbH & Co KG,,35080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bad Endbach,,,,,,8.4845057,,,,,,,,,,,,,,,,,https://rheumazentrum-mittelhessen.de/,,,,,,+49 2776 9190,,,,,,,yes,,clinic,,,,,,,,,,,,,,,,,,,,,,50.7521010,,yes,,,,,,,,,,,
,,,,,,,,8,,,,,Bing,,,,,yes,,,,,,Villenstraße,,,,Robert-Janker-Klinik,,53129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bonn,,,,,,7.1108518,,,,,,,,,,,,,,,,,http://www.robert-janker-klinik.de/,,,,,,+49 228 53060,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,50.7045058,,yes,,,,,,,,,DE,,
,,,,,,,,16,,,,,,,,,,,,,,,,Bismarckstraße,,,,Rosengarten Klinik Heiligenfeld,,97688,,,,,,,,,,,,,,,,,,,,,inof@heiligenfeld.de,,,,,,,,,,Bad Kissingen,,,,,,10.0720382,,,,,,,,,,,,,,,,,https://www.heiligenfeld.de/kliniken/bad-kissingen/rosengarten-klinik-heiligenfeld/,,,,,,+49 971 840,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,psychiatry,,,,50.1985754,,,,,,,,,,,DE,,
,,,otolaryngology,,,,,51-55,,,,,,,+49 6131 257990,,,no,,,,,,Römerwall,,,,Römerwallklinik,,55131,,,no,,,,wlan,,,,,,,,,,,,,,roemerwallklinik@t-online.de,,,,,,,,,,Mainz,,,,,,8.2582781,,,,,,,,,,,,,,,,,http://www.roemerwallklinik.de/,,,,,,+49 6131 2577,,,,,,,yes,,clinic,,,,,,,,,,,3,,,,,,,clinic,,,,49.9965695,,hospital,,,1,,,,,,,,
,,,,,,,,8,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,,Alte Dobler Straße,,,,SANIMA Klinik,,76332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bad Herrenalb,,,,,,8.4395366,,,,,,,,,,,,,,,,,,,,,,,+49 7083 748-0,,,,,,,,,clinic,,,,,,,,,,,,"Private Fachklinik für Psychiatrie und Psychotherapie, Neurologie und Psychosomatik.",,,,,,,,,,48.7980541,,yes,,,,,,,,,DE,,
,,,,,,,,53,,,,,,,,,,,,,,,,Schneebergweg,,,,SPZ Sozialpädiatrisches Zentrum (+ Personalrat Uniklinik),,52074,,,,,,,,,,,,,,,,,,,,,,,,,,flat,,,,,Aachen,,,,,,6.0436348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,2,,,,,,,,,,,50.7779427,,hospital,,,,,,,,,,,
,,,,,,,,18,,,,,,,,,,,,,,,,Am Rechenberg,,,,Saale Klinik Bad Kösen Klinik I,,06628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Naumburg (Saale),,,,,,11.7245748,,,,,,,,MEDIAN Unternehmensgruppe B.V. & Co. KG,,,,,+49 34463 410,,,,https://www.median-kliniken.de/de/median-saale-klinik-bad-koesen-klinik-i/,,,,,,,,,,,,,yes,,clinic,,,Bad Kösen,,,,,,,,,,,,,,,rehabilitation,,,,51.1325494,,,,,,,,,,,,,
,,,,,,,,14,,,,,,,,,,,,,,,,Elly-Kutscher-Straße,,,,Saale Klinik Bad Kösen Klinik II,,06628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Naumburg (Saale),,,,,,11.7362446,https://www.median-kliniken.de/de/median-saale-klinik-bad-koesen-klinik-ii/,,,,,,,MEDIAN Unternehmensgruppe B.V. & Co. KG,,,,,+49 34463 420,,,,,,,,,,,,,,,,,,,clinic,,,Bad Kösen,,,,,,,,,,,,,,,rehabilitation,,,,51.1309403,,,,,,,,,,,DE,,
,,,,,,,,1,,,,,,,+49 345 5125651,,,,,,,,,Steg,,,,Saale-Klinik Halle,,06110,,,,,,,,,,,,,,,,,,,,,bau@saale-klinik-halle.de,,,,,,,,,,Halle (Saale),,,,,,11.9657386,,,,,,,,,,,,,,Saale-Klinik Halle,,,http://www.saale-klinik-halle.de,,,,,,+49 345 5125652,,,,,,,yes,,clinic,,,,,,,,,,,,,,,,,,clinic,,,,51.4785828,,yes,,,,,,,,,DE,,
,,,,,,,,7-9,,,,,,,,,,,,,,,,Rinckstraße,,,,Salus Gesundheitszentrum GmbH & Co. KG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.8835908,,,,,,,,,,,,,,,,,,,,,,,+49 8651 7080,,,,,,,,,clinic,,,,,,,,,,,,E-Mail: info@salus-gesundheitszentrum.de,,,,,,,,,,47.7291035,,yes,,,,,,,,,,,
,,,geriatrics,,,,,,,,,,,,,,,,,,,,,,,,,Sana Klinikum für geriatrische Rehabilitation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.7747486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,clinic,,,,48.0951066,,yes,,,,,,,,,,,
,,,cardiology;cardiac_surgery,,,,,50,,,,,,,+49 355 4801001,,,,,,,,,Leipziger Straße,,,,Sana-Herzzentrum Cottbus,,03048,,,,,,,,,,,,,,,,,,,,,info@hz-cottbus.de,,,,,,,,,,Cottbus,,,,,,14.3202056,,,,,,,,Sana-Herzzentrum Cottbus GmbH,,,,,,,,,https://www.hz-cottbus.de/,,,,,,+49 355 4800,,,,,,,yes,,clinic,,,,,,,,,,,,,,,,,,clinic,,,,51.7438212,,yes,,,,,,,,,DE,,
,,,psychiatry,,,,,1,,,,,,,,,,,,,,,,Dr.-Barner-Straße,,,,Sanatorium Dr. Barner,,38700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Braunlage,,,,,,10.6169962,,,,,,,,Johannes Barner,,,,,,,,,https://psychosomatik-barner.de,,,,,,+49 5520 804 0,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,clinic,,,,51.7295812,,hospital,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sanitätszentrum OHZ,,,,,,,,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,8.6938150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,Nur für Militär,,,,,,clinic,,,,53.2697328,,yes,,,,,,,,,,,
,,,,,,,,42,,,,,,,,,,,,,,,,Suttonstraße,,,,Sankt Valentinushaus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0806136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,50.0428390,,,,,,,,,,,,,
,,,drug_addicts,,,,,23,,,,,Bing,https://commons.wikimedia.org/wiki/File:Tessin_Herrenhaus_2008-06-02_074.jpg,+49 38853 338 130,,,,,,manor,,,Dorfstraße,,,,Schloss Tessin,,19243,,,,,,,,,,,,,,,,de:Tessin (Wittendörp),,,,,info@schloss-tessin.de,,,,,,,,,,Wittendörp,,,,,,11.0253039,,,,,,,,Fachklinik Schloß Tessin,,,,,,,,1835,https://www.schloss-tessin.de/,,,,,,+49 38853 338 0,,,,,,,,,clinic,,,Tessin,,,,,,,,,,,,,,,clinic,,,,53.5627297,,yes,,,,,,,,,DE,,
,,,,,,,,,,,,,,,,,,,,park,,,,,,,,"Schlosspark, Isar-Amper-Klinikum",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.1341081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,clinic,,,,48.3464064,,,,,,,,,,,,,
,,,plastic_surgery,,,,,10,,,,,,,,,,no,,,heritage,,,Trufanowstraße,,,,Schönheitsklinik am Rosenthal,,04105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leipzig,,,,,,12.3692421,http://www.klinik-am-rosental.de/,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,clinic,,,,51.3541675,,yes,,,,,,,,,DE,,
,,,,,,,,27,,,,,,,,,,,,,,,,Benekestraße,,,,Seeklinik Norderney,,26548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Norderney,,,,,,7.1521859,,,,,,,,,,,,,,,,,https://seeklinik-norderney.de/,,,,,,,Seehospiz,,,,,,,,clinic,,,,,,,,,,,,,,,,,,rehabilitation,,,,53.7111673,,,,,,,,,,,,,
,,,,,,,,4,,,,,,,,,,,,,,,,Hebelweg,,,,Seidel-Klinik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bad Bellingen,,,,,,7.5542511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,47.7325638,,yes,,,,,,,,,,,
,,,rehabilitation;oncology;cardiology,,,,,12,,,,,,,,,,,,,,,,Wernarzer Straße,,,,Sinntalklinik,,97769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bad Brückenau,,,,,,9.7436808,,,,,,,,,,,,,,,,,https://www.sinntalklinik.de/NBKST/de/Navigation/0_home/home_node.html,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,clinic,,,,50.2986206,,,,,,,,,,,DE,,
,,,,,,,,,,,,,,,,,,no,,,,,,,,,,Somnia Klinik Konraderhof/Hürth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.9137865,http://www.somnia-kliniken.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,50.8669477,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sophienklinik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.6316122,www.sophien-klinik.de,,,,,,,Diakonie,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,51.0891769,,,,,,,,,,,,,
,,,,,,,,34,,,,,,,,,,,,,,,,Im Schmidtenloch,,,,Sozialpädiatrischen Zentrum Mechernich,,53894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mechernich,,,,,,6.6467109,,,,,,,,Kreiskrankenhaus Mechernich GmbH,,,,,,,,,,,,,,,+49 2443 171670,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,50.5954414,,yes,,,,,,,,,DE,,
,,,,,,,,8,,,,,Bing,,,,,,,,,,,Janusz-Korczak-Allee,,,,Sozialpädiatrisches Zentrum Hannover,,30173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hannover,,,,,,9.7760242,,,,9,,,,,SPZ,,,,,,,,https://spz-hannover.de/,,,,,,,,,,,,,yes,,clinic,,,,,,,,,,,3,,,,,,,,,,,52.3598660,,hospital,,,,,,,,,DE,,
,,,,,,,,225C,,,,,,,,,,,,,,,,Clayallee,,,,Sport-Gesundheitspark,,14195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Berlin,,,,,,13.2683509,,,,,,,,,,,,,,,,,http://www.sportgesundheitspark.de/standorte/zehlendorf.html,,,,,,,,,,,,,,,clinic,,,Dahlem,,,,,,,,,,,,,,,,,,,52.4499929,,yes,,,,,,,,,DE,,
,,,,,,,,17,,,,,,,,,,,,,,,,Weidenplan,,,,Sportklinik,,06108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Halle (Saale),,,,,,11.9721286,,,,,,,,,,,,,,,,,https://www.sportklinik-halle.de/,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,clinic,,,,51.4885967,,yes,,,,,,,,,DE,,
,,,,,,,,,,,,,,,+49 6753 96463-0,,,,,,,,,,,,,Sprachheilzentrum,,,,,,,,,,,,,,,,,,,,,,,info@gzg.landeskrankenhaus.de,,,,,,,,,,,,,,,,7.6759298,,,,,,,,Landeskrankenhaus Rheinland-Pfalz,,,,,,,,,https://www.gesundheitszentrum-glantal.de/sprachheilzentrum.html,,,,,,+49 6753 96463-4502,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,clinic,,,,49.7066219,,hospital,,,,,,,,,,,
,,,,,,,,54,,,,,,,,,,,,,,,,Amstetter Straße,,,,St. Anna-Klinik Hedelfingen,,70329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stuttgart,,,,,,9.2571279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,48.7561883,,yes,,,,,,,,,DE,,
,,,,,,,,3,,,,,,,,,,no,,,,,,Franziska-Puricelli-Straße,,,,St. Franziska-Stift,,55543,,,,,,,,,,,,,,,,,,,,,st.-franziska-stift@fskh.de,,,,,,,,,,,,,,,,7.8570573,,,,,,,,,,,,,,,,,https://www.franziska-stift.de/,,,,,,+49 671 88200,,,,,,,limited,,clinic,,,,,,,,,,,,,,,,,,clinic,,,,49.8323780,,hospital,,,,,,,,,,,
clinic,,,psychiatry,,,,,66,,,,,,,,,,no,,,,,,Teichstraße,,,,St. Josephs Krankenhaus,,06844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,Dessau-Roßlau,,,,,,12.2463620,,,,,,,,Alexianer Sachsen-Anhalt GmbH,,,,,,,,,https://www.alexianer-sachsen-anhalt.de/unsere_angebote/st_joseph_krankenhaus_dessau/tagesklinik_dessau/,,,,,,+49 340 55690,,,,,,,,,clinic,,,,,,,,,,,,Tagesklinik für psychische Erkrankungen,,,,,,clinic,,,,51.8388987,,,,,,,,,,,DE,,
,,,psychiatry;neurology,,,,,29,,,,,,,,,,,,,,,,Selliner Straße,,,,St.-Marien-Krankenhaus Dresden,,01109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dresden,,,,,,13.7837798,http://www.stmarienkh-dd.de/,,,,,,,Caritasverband für das Bistum Dresden-Meißen e.V.,,,,,,,,,,,,,,,,,,,,,,limited,,clinic,,,,,,,,,,,,,,,,,,clinic,,,,51.1213059,,,,,,,,,,,DE,,
,,,,,,,,36,,,,,,,,,,,,,,,,Auenweg,,,,St.Joseph Krankenhaus,,06847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dessau-Roßlau,,,,,,12.1969928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,51.8183459,,yes,,,,,,,,,,,
,,,,,,,,29,,,,,,,,,,,,,,,,Hochstraße,,,+49 6742 8747-110,Stiftung Bethesda-St. Martin,,53474,,,,,,,,,,,,,,,,,,,,,,,,,stiftung@stiftung-bethesda.de,gabled,,,,,Bad Neuenahr-Ahrweiler,,,,,,7.1316850,,,,,,,,,,,,,+49 6742 8747-0,,,,https://www.stiftung-bethesda.de/,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,clinic,,,,50.5408589,,house,,,,,,,,,DE,,
,,,radiotherapy,,,,,79a,,,,,,,+49 821 44811 48,,,,,,,,,Hirblinger Straße,,,,Strahlentherapie Augsburg,,86154,,,,,,,,,,,,,,,,,,,,,info@strahlentherapie-augsburg.de,,,,,,,,,,Augsburg,,,,,,10.8708603,,,,,,,,,,,,,,,,,http://www.strahlentherapie-augsburg.de/,,,,,,+49 821 44811 0,,,,,,,yes,,clinic,,,,,,,,,,,,,,,,,,clinic,,,,48.3890302,,yes,,,,,,,,,DE,,
,,,,,,,,23,,,,,,,,,,,,,,,,Levelingstraße,,,,Strahlentherapie Ingolstadt,,85049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ingolstadt,,,,,,11.3762133,,,,,,,,,,,,,,,,,https://www.strahlentherapie-sued.de/index.php?pg=ingolstadt/ingolstadt.php,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,48.7713095,,yes,,,,,,,,,DE,,
,,,,,,,,8,,,,,,,,,,,,,,,,Friesenstraße,,,,Städtisches Klinikum St. Georg - Tagesklinik,,04177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leipzig,,,,,,12.3300586,,,,,,,,Klinikum St. Georg gGmbH,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,clinic,,,,51.3410628,,yes,,,,,,,,,DE,,
,,,,,,,,5,,,,,,,,,,,,,,,,Eitingonstraße,,,,Städtisches Klinikum St. Georg - Tagesklinik,,04105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leipzig,,,,,,12.3510376,,,,,,,,Klinikum St. Georg gGmbH,,,,,,,,,,,,,,,,,,,,,,yes,,clinic,,,,,,,,,,,,,,,,,,,,,,51.3487366,,yes,,,,,,,,,DE,,
,,,,,,,,214,,,,,,,,,,,,,,,,Dresdner Straße,,,,Suchtfachklinik Magdalenenstift,,09131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chemnitz,,,,,,12.9580177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,clinic,,,,50.8520324,,yes,,,,,,,,,,,
,,,psychiatry;neurology,,,,,,,,,,,,,,,,,,,,,,,,+49 34204 873671,Sächsisches Krankenhaus Altscherbitz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.2364887,https://www.skh-altscherbitz.sachsen.de/startseite/,,,,,,,Freistaat Sachsen,,,,,+49 34204 870,,,,,,,,,,,,,,,,,yes,,clinic,,,,,,,,,,,,"Psychatrie, geschlossene Anstalt",,,,,,clinic,,,,51.3918154,,,,,,,,,,,,,
,,,neurology;psychiatry,,,,,,,,,,,,,,,,,,,,,,,,,Sächsisches Krankenhaus Arnsdorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.9906888,http://www.skh-arnsdorf.sachsen.de,,,,,,,,,,,,+49 35200 260,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,clinic,,,,51.0929107,,,,,,,,,,,,,
,,,psychiatry;child_psychiatry;neurology,,,,,41,,,,,,,,,,,,,,,,Dr.-Max-Krell-Park,,,,Sächsisches Krankenhaus Großschweidnitz,,02708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Großschweidnitz,,,,,,14.6443357,https://www.skh-grossschweidnitz.sachsen.de/startseite/,,,,,,,"Sächsisches Krankenhaus für Psychiatrie, Psychotherapie, Psychosomatik und Neurologie Großschweidnitz",,,,,+49 3585 4530,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,clinic,,,,51.0772583,,,,,,,,,,,DE,,
,,,,,,,,3,,,,,,,+49 3949 5141395,,,,,,,,,Seilerweg,,,,Tagesklinik,,39387,,,,,,,,,,,,,,,,,,,,,info@oschersleben.ameos.de,,,,,gabled,,,,,Oschersleben,,,,,,11.2238106,,#7d827e,,9.2,,,,AMEOS Klinikum Oschersleben,,,,,,,,,https://www.ameos.eu/klinikum-oschersleben0.html,,,,,,+49 3949 5141393,,,,,,,,,clinic,,,,,,,,,,,2,,,,,,,,,,,52.0263765,,yes,,,,,,,,,DE,,
,,,psychiatry;anthroposophical,,,,,51,yes,,,,,,,,,,,,,,,Pferdebachstraße,,,+49 2302 9149520,Tagesklinik,,58455,,,,,,,,,,,,,,,,,no,,,,,,,,tk-witten@gemeinschaftskrankenhaus.de,flat,,,,,Witten,,main,,yes,,7.3465297,http://www.gemeinschaftskrankenhaus.de/de/fachabteilungen/psychiatriepsychotherapie/tagesklinik-witten/,silver,,,,,,Gemeinschaftskrankenhaus Herdecke,,,,,+49 2302 914950,,,,,,,,,,,,no,,,,,yes,,clinic,private,,Mitte,,,,,,,,2,,,,Tagesklinik für Psychiatrie und Psychotherapie,,plaster,clinic,,,,51.4477217,,hospital,purple,,,,,,1999,,DE,,
,,,,,,,,49,,,,,,,,,,,,,,,,Parkstraße,,,,Tagesklinik,,59227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ahlen,,,,,,7.8837207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,clinic,,,,51.7698833,,hospital,,,,,,,,,DE,,
