health_facility:type,healthcare_1,name:cy,healthcare:speciality,building:part,indoor,payment:debit_cards,clinic,health_specialty:traditional_chinese_medicine,postcode,smoking,is_in,addr:housenumber,source:addr:housenumber,addr:state,pharmacy,source,health_specialty:physiotherapy,addr:village,fhrs:local_authority_id,fax,emergency,source:name,leisure,source:area,wikimedia_commons,addr:street,payment:bitcoin,fixme,name:en,contact:fax,name,payment:cash,addr:postcode,roof:material,level,payment:credit_cards,HE_ref,postal_code,health_specialty:general_practice,health_specialty:podiatry,amenity_1,operator,full_name,loc_name,source:addr,power,access,fhrs:authority,generator:output:electricity,ref,email,building:height,barrier,contact:email,addr:province,fhrs:id,roof:shape,building:use,source:geometry,addr:city,source:building,toilets:wheelchair,health_specialty:orthopaedics,health_specialty:dermatology,lon,contact:website,roof:colour,layer,height,lat,alt_name,nhs,generator:source,fee,addr:floor_1,addr:floor_2,area,opening_hours,contact:phone,addr:housename,heritage,website,addr:unit,listed_status,telephone,phone,old_name,source:outline,generator:type,room,dispensing,landuse,roof:levels,amenity,source:shape,operator:type,out-of-hours,addr:suburb,building:min_level,generator:method,wikidata,source:postcode,health_specialty:cardiology,verified,building:levels,image,note,FIXME,description,building:material,health_specialty:acupuncture,last_check,min_height,levels,toilets,addr:county,source:addr:postcode,building,building:colour,medical_system:chinese,website_3,website_2,website_1,name:gd,url,wheelchair,addr:place,building:levels:underground,healthcare,addr:country,heritage:operator
,,,,,,,,,,,,,,,,Bing,,,,,,,,,,Brenkley Avenue,,,,,One-to-One Centre,,NE27 0PR,,,,,,,,,,,,,,,,,,,,,,,,,,,Shiremoor,,,,,-1.5065293,,,,,55.0328377,,,,,,,,,,,,https://www.northumbria.nhs.uk/our-locations/one-to-one-centre-shiremoor/,,,,+44 191 297 0441,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,public,,,,,,,,,,,clinic,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optimax Laser Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.5962126,,,,,51.4538178,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Main Street,,,,,Optimise Neurotherapy Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crawcrook,,,,,-1.7864607,,,,,54.9670508,,,,,,,,,,,,www.OptimiseNeurotherapy.com,,,,+44 191 413 4442,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orient House Medical Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.4606949,,,,,53.5689147,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,clinic,,
,,,,,,,,,,,,,,,,GPS trace and local knowledge,,,,,no,,,,,,,,,,Osborn Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.1761231,,,,,50.8543017,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,clinic,,
,,,,,,,,,,,,253,,,,,,,,,,,,,,Wells Road,,,,,Osteopaths,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.5706798,,,,,51.4375252,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,
,,,,,,,,,,,,4,,,,OS_opendata_streetview,,,,,,,,,,Beaumont Road,,,,,Outwoods Medical Centre,,LE11 2JB,,,,,,,,,Charnwood Community Medical Group,,,,,,,,,,,,,,,,,,Loughborough,,,,,-1.2052815,,,,,52.7579521,,,,,,,,Mo-Fr 07:30-12:30 13:00-17:30,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,clinic,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Oxford Road,,,,,Oxford Road Medical Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Burnley,,,,,-2.2352894,,,,,53.7869141,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,
,,,,,,,,,,,,18,,,,,,,,,,,,,,Oxford Street,,,,,Oxford Street Therapy Cente,,NN8 4HY,,,,,,,,,,,,,,,,,,info@oxford-street-therapy-centre.co.uk,,,,,,,,,Wellingborough,,,,,-0.6976473,,,,,52.3004685,,,,,,,,Mo-Fr 09:00-18:00; Sa 10:00-13:00,,Sterling House,,http://www.oxford-street-therapy-centre.co.uk/,,,,+44 1933 224454,,,,,,,,clinic,,,,,,,,,,,3,,,,,,,,,,,,,office,,,,,,,,,,,,GB,
,,,,,,,,,,,,,,,,,,,,,,,,,,Holtwood Road,,,,,Oxshott Medical Practice,,KT22 0QJ,,,,,,,,,,,,,,,,,,,,,,,,,,,Oxshott,,,,,-0.3627207,,,,,51.3322544,,,,,,,,,,Oxshott Medical Practice,,http://www.oxshottmedicalpractice.co.uk/,,,,+44 1372 844000,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,
,,,,,,,,,,,,24,,,,,,,,,,,,,,London Road,,,,,PAM Clinic,,SO15 2UZ,,,,,,,,,,,,,,,,,,,,,,,,,,,Southampton,,,,,-1.4040255,,,,,50.9112360,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,GB,
,,,,,,,,,,,,153,,,,,,,81051,,,,,,,Sherwood Drive,,,,,PJ Care,,MK3 6RT,,,,,,,,,,,,,,,Milton Keynes,,,,,,,,375543,,,,Milton Keynes,,,,,-0.7396876,,,,,52.0010232,,,,,,,,,,Sherwood House,,,,,,,,,,,,,,clinic,,,,Bletchley,,,,,,,,,,,,,,,,,,,,office,,,,,,,,,,,,GB,
,,,,,,,,,,,,86,,,,,,,,,,,,,,Midland Road,,,,,PSJ Physiotheraphy & Sports Injury Clinic,,NN8 1NB,,,,,,,,,,,,,,,,,,psjphysiotherapy@gmail.com,,,,,,,,,Wellingborough,,,,,-0.6843055,,,,,52.3011497,,,,,,,,,,,,https://www.psjphysiotherapy.co.uk/,,,,+44 1933 426188,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,,,,,GB,
,,,,,,,,,,,,61,,,,,,,,,,,,,,Burton Road,,,,,Park House Health and Social Care Centre,,NG4 3DQ,,,,,,,,,,,,CQC open data,,,,,,,,,,,,,,,Nottingham,,,,,-1.0825394,,,,,52.9687495,,,,,,,,,,,,,,,,+44 115 940 4333,,,,,,,,clinic,,,,Carlton,,,,,,,,https://www.mapillary.com/map/im/x2C4-rg7wWqBqcnJdRX37w,,,,,,,,,,,,yes,,,,,,,,,,,clinic,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Park House Medical Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.8052521,,,,,53.4256939,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Bing,,,,,,,,,,,,,,,Park Medical Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.0206234,,,,,53.1071748,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,
,,,,,,,,,,,,22B,,,,,,,,,,,,,,Parkgrove Terrace,,,,,Parkgrove Medical Centre,,EH4 7NX,,,,,,,,,,,,,,,,,,,,,,,,,,,Edinburgh,,,,,-3.2881159,,,,,55.9597815,,,,,,,,,,Parkgrove Medical Centre,,,,,,+44 131 312 6600,,,,,,,,clinic,,,,,,,,,,,1,,,,,,,,,,,,,yes,,,,,,,,yes,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Parsons Green Health Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2001357,,,,,51.4743556,,,,,,,,,,,,https://www.clch.nhs.uk/locations/parsons-green-health-centre.aspx,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,clinic,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Parsons Heath Medical Practice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bing,,,,0.9378334,,,,,51.8984537,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Patchway Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.5761962,,,,,51.5312807,,,,,,,,,,,,,,,,,,Bing,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,
,,,,,,,Podiatry,,,,,58,,,,Warwicks Aerial Imagery OGLv2,,,,,,,,,,Regent Street,,,,,Paul Manning Footcare,,CV21 2PS,,,,,,,,,,,,,,,,,,,,,,,,,,,Rugby,,,,,-1.2598429,,,,,52.3748066,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Penistone Health Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.6263050,,,,,53.5258782,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,clinic,,
,,,,,,,physiotherapy,,,,,18A,,,,,,,,,,,,,,Dragonswell Road,,,,,Penny Porter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.6186312,www.pennyporter.co.uk,,,,51.5057741,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,estimate,,,,,,,,,,,,,,,Pennywell All Care Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.2539830,,,,,55.9723025,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,clinic,,
,,,,,,,,,,,,2A,,,,,,,,,,,,,,Penrhyn Avenue,,,,,Penrhyn Surgery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Walthamstow,,,,,-0.0236479,,,,,51.5970653,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,GB,
,,,,,,,,,,,,,,,,,,,,+44 1224 739979,no,,,,,Coronation Road,,,,,Peterculter Medical Practice,,AB14 0RP,,,,,,,,,,,,,,,,,,,,,,,,,,,Aberdeen,,,,,-2.2575494,,,,,57.0987135,,,,,,,,"Mo-Fr 08:30-11:30,14:00-17:30; Mo 18:00-19:30; Sa,Su closed",,,,http://www.petercultermedicalpractice.co.uk/,,,,+44 1224 733535,,,,,,,,clinic,,,+44 8454 242424,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,yes,,,,GB,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Petherton Resource Centre,,,,,,,,,,,Avon & Wiltshire Mental Health Partnership NHS Trust,,,,,,,,,,,,,,,,,,,,,,,-2.5624012,,,,,51.4208062,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,Q19598525,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,
,,,,,,,,,,,,23,,,,photograph,,,,,,,,,,Baron Street,,,,,Physio-Solutions,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,London,,,,,-0.1095659,,,,,51.5331284,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,"""Physiotherapy & Sports Injury Clinic""",,,,,,,,,,,,,,,,,,,,clinic,,
,,,,,,,,,,,,97,,,,,,,,,,,,,,Crouch Street,,,,,Physiotherapy Clinic,,CO3 3HA,,,,,,,,,,,,,,,,,,,,,,,,,,,Colchester,Bing,,,,0.8910198,,,,,51.8878406,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,physiotherapist,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pike View Medical Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.5478906,,,,,53.6013392,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,clinic,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pill Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.6874533,,,,,51.4806501,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,
,,,,,,,,,,,,1a,,,,,,,,,,,,,,Pinchin Street,,,,,Pinchin Street Health Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,London,,,,,-0.0641898,,,,,51.5115597,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,clinic,,
,,,,,,,,,,,,,,,,Warwicks Aerial Imagery OGL v2,,,,,,,,,,,,,,,Pine Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.2593599,,,,,52.3648854,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pinn Medical Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.3809569,,,,,51.5958084,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,clinic,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Plymstock Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.0878315,,,,,50.3599753,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,clinic,,
,,,,,,,,,,,,,,,,survey,,,,,,,,,,,,,,,Podiatry Clinic,,,,,,,,,,,University of Northampton,,,,,,,,,,,,,,,,,,,,,,,-0.8797136,,,,,52.2357131,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,university,,,,,,,,,,,clinic,,
,,,,,,,,,,,,,,,,bing,,,,,,,,,,,,,,,Podiatry and Osteopathy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.1105536,,,,,53.3997350,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Poplars Medical Centre,,,,,,,,,,,NHS,,,,,,,,,,,,,,,,,,,,,,,-2.3417474,,,,,53.5108676,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Portglenone Health Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.4742542,,,,,54.8740693,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Portishead Medical Group,,BS20 6AQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.7659516,,,,,51.4831466,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,
,,,,,,,,,,,,11,,,,bing,,,,,,,,,,Portland Road,,,,,Portland Chiropractic Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.9181953,,,,,52.6027477,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,clinic,,
,,,,,,,,,,,,99,,,,,,,,,,,,,,Saracen Street,,,,,Possilpark Health and Care Centre,,G22 5AP,,,,,,,,,,,,,,,,,,,,,,,,,,,Glasgow,,,,,-4.2545190,,,,,55.8814640,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Poundbury Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.4573923,,,,,50.7110002,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,clinic,,
,,,,,,,,,,,,3,,,,,,,,,,,,,,Bartlett Street,,,,,Precision Chiropractic,,CF83 1JS,,,,,,,,,,,,,,,,,,,,,,,,,,,Caerphilly,,,,,-3.2195934,,,,,51.5725267,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,
,,,,,,,,,,,,46,,,,,,,,,,,,,,Church Street,,,,,Premiere Physio,,WA7 1LL,,,,,,,,,,,,,,,,,,,,,,,,hipped,,,,,,,,-2.7333431,,,,6.7,53.3428263,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,2,,,,,,,,,,,,,yes,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prestatyn Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.4046041,,,,,53.3335552,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,
,,,,,,,,,,,,5,,,,,,,,,,,,,,Macclesfield Road,,,,,Prestbury Medical Centre,,SK10 4BW,,,,,,,,,,,,,,,,,,,,,,,,,,,Prestbury,,,,,-2.1512856,,,,,53.2881183,,,,,,,,,,Hope Cottage,,,,,,+44 1625 827319,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prime Endoscopy Bristol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.6028963,,,,,51.4499372,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,apartments,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,survey,,,,,,,,,,Cape Road,,,,,Priory Medical Centre,,CV34 4UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.5889751,,,,,52.2851090,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,http://www.priorymed.nhs.uk/,,,,,,
,,,,,,,,,,,,7,,,,,,,,,,,,,,Byron Place,,,,,Proclinics,,BS8 1JT,,,,,,,,,,,,,,,,,,,,,,,,,,,Bristol,,,,,-2.6076791,,,,,51.4559559,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,3,,,,,,,,,,,,,yes,,,,,,,,,,,,GB,
,,,,,,,,,,,,56,,,,Warwicks Aerial Imagery OGLv2,,,,,,,,,,Regent Street,,,,,Pure Harmony Clinic,,CV21 2PS,,,,,,,,,,,,,,,,,,,,,,,,,,,Rugby,,,,,-1.2599187,,,,,52.3747831,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,
,,,,,,,,,EC2R 8AR,,,,,,,,,,,,,,,,,,,,,,Pure Sports Medicine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0850596,,,,,51.5143668,,,,,,,yes,Mo-Th 07:00-20:00;Fr 07:00-19:00,,,,https://www.puresportsmed.com/,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Purfleet Care Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2353061,,,,,51.4862702,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,doctor,,
,,,,,,,,,,,,283,,,,,,,,,,,,,,Sandycombe Road,,,,,Q Sports Physio,,TW9 3LU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2864535,,,,,51.4744270,,,,,,,,,,,,http://www.qsportsphysio.co.uk,,,,+44 20 8287 1962,,,,,,,,clinic,,,,,,,,,,,3,,,,,,,,,,,,,retail,,,,,,,,,,,,,
,,,,,,,,,,,,68,,,,,,,,,,,,,,Oakfield Road,,,,,QClinics,,BS8 2BG,,,,,,,,,,,,,,,,,,,,,,,,,,,Bristol,,,,,-2.6093792,,,,,51.4615442,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Dart Street,,,,,Queens Park Health Centre,,W10 4LD,,,,,,,,,,,,,,,,,,,,,,,,gabled,,,,,,,,-0.2078956,,black,,,51.5305148,,,,,,,,,,Queens Park Health Centre,,,,,,,,,,,,,,clinic,,,,,,,,,,,2,,,,,,,,,,,,,yes,brown,,,,,,,,,,clinic,,
,,,,,,,,,,,,1,,,,,,,,,,,,,,School Park (Pairce Na Sgoile),,,,,Raasay Clinic,,IV40 8NG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.0716547,,grey,,,57.3480934,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Radcliffe Medical Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.3236730,,,,,53.5606363,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,clinic,,
,,,,,,,,,,,,2,,,,,,,,,,,,,,New Bond Street Place,,,,,Radiance Wellbeing,,BA1 1BH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.3602898,,,,,51.3829135,,,,,,,,,,,,http://www.radiancewellbeing.co.uk/,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,limited,,,alternative,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Raj Medical Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1135602,,,,,53.5507952,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,clinic,,
,,,general,,,,,,,,,79,,,,,,,,,,,,,,Main Street,,,,,Rathmore Clinic,,BT93 3FY,,,,,,,,,,,,,,,,,,,,,,,,,,,Belleek,,,,,-8.0891894,,,,,54.4803220,,,,,,,,,,Rathmore Clinic,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,clinic,,
,,,,,,,chiropractor,,,,,118,,,,,,,,,,,,,,Saint Michael's Hill,,,,,Reco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.6010826,,,,,51.4601496,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rectory Lane Health Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0780704,,,,,51.6491847,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,
,,,,,,,,,,,,69,,,,Bing,,,,,,,,,,North Gyle Terrace,,,,,Red Cross,,EH12 8JY,,,,,,,,,Red Cross,,,,,,,,,,,,,,,,,,Edinburgh,,,,,-3.3128644,,,,,55.9413985,,,,,,,,,,West Point House,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,GB,
,,,Children_and_Adolescent_Mental_Health,,,,,,,,,,,,,,,,,,,,,,,Piccadilly,,,,,Red Oak Children and Adolescent Mental Health Unit,,LA1 4PW,,,,,,,,,Lancashire County Council,,,,,,,,,,,,,,,,,,Lancaster,,,,,-2.7995101,,,,,54.0290570,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,clinic,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Redburn Heights,,,,,Redburn Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.8949888,,,,,54.4079573,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,1,,,,,,,,,,,,,,Turner Road,,,,,Redwell Medical Centre,,NN8 4UT,,,,,,,,,,,,,,,,,,,,,,,,,,,Wellingborough,,,,,-0.7011983,,,,,52.3147863,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,GB,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rhuddlan Children's Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.4668537,,,,,53.2927818,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,
,,,,,,,,,,,,32,,,,,,,,,,,,,,Hampton Road,,,,,Richmond Borough Mind,,TW2 5QB,,,,,,,,,,,,,,,,,,,,,,,354323,,,,Twickenham,,,,,-0.3442145,,,,,51.4420552,,,,,,,,,,,,https://www.rbmind.org/,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,
,,,,,,,,,,,,2,,,,,,,,,,,,,,Deanhill Road,,,,,Richmond Park Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2745294,,,,,51.4641417,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,2,,,,,,,,,,,,,house,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Richmond Physiotherapy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.3065072,,,,,51.4592983,,,,,,,,,,,,,,,,+44 20 8332 1132,,,,,,,,clinic,,,,,,,,,,,2,,,,,,,,,,,,,yes,,,,,,,,,,,physiotherapist,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Mudge Way,,,,,Ridgeway Practice,,PL7 1AD,,,,,,,,,,,,,,,,,,,,,,,,,,,"Plympton, Plymouth",,,,,-4.0527257,,,,,50.3859911,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ringwood Health Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.7907544,,,,,50.8465430,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,clinic,,
