health_facility:type,shop,office,healthcare:speciality,building:part,payment:debit_cards,ref:addr,addr:housenumber,emergency,contact:youtube,ele,source,opening_hours:url,image,fax,short_name,fixme,historic,facebook,name:uk,wikimedia_commons,addr:street,colour,contact:facebook,name:en,contact:fax,name,designation,level,addr:postcode,roof:material,ref:nid,WroclawGIS:addr:postcode:id,payment:credit_cards,roof:orientation,source:user,internet_access,name_1,WroclawGIS:addr:layer,roof:height,WroclawGIS:building:ID,ewmapa:warstwa,WroclawGIS:addr:date,payment:cash,loc_name,phone_2,building:usage:pl,phone_1,3dr:type,source:address,mapillary,boundary,addr:street:sym_ul,ref,email,barrier,contact:email,addr:province,roof:shape,contact:twitter,health_specialty:internal_medicine,addr:city:simc,WroclawGIS:addr:id,building:buildyear,source:geometry,addr:city,source:building,source_ref,building:type:pl,drive_through,health_specialty:dermatology,lon,contact:website,roof:colour,layer,height,alt_name,building:roof:shape,operator,name:pl,old_name:de,opening_hours,contact:phone,addr:housename,contact:mobile,heritage,start_date,website,admin_level,source:height,survey:url,is_in:suburb,addr:subdistrict,delivery,phone,WroclawGIS:building:date,old_name,smoking,OBJECTID_height_lidar,WroclawGIS:addr:postcode:layer,nat_name,source:note,note:pl,buildingpart,architect,dispensing,source:addr,landuse,wheelchair,amenity,operator:type,health_specialty:gynaecology,telephone,official_name,addr:last_update,building:use:pl,medical_system:western,addr:district,building:levels,health_specialty:family_medicine,contact:instagram,note,collection_times,building:fireproof,disused:amenity,description,building:material,takeaway,levels,lat,building,building:colour,url,roof:levels,addr:place,building:levels:underground,healthcare,addr:country,heritage:operator,health_specialty:dentistry
,,,,,,,37,,,,http://www.czerwonak.pl/mieszkaniec/pl/niezbednik/zdrowie.html,,,,,,,,,,Poznańska,,,,,Profamilia Koziegłowy,,,62-028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0582048,,,,Koziegłowy,,,,,,16.9983610,,,,,,,,,,Mo-Fr 08:00-18:00,,,,,,http://www.profamilia.com.pl/,,,,,,,+48 61 812 73 10,,,,,,,,,,,,EMUiA (czerwonak.e-mapa.net),,yes,doctors,,,,,,,,,,,,,,,,,,,,52.4481526,yes,,,,,,,PL,,
,,,,,,,64,,,,,,,,,,,,,,Batalionów Chłopskich,,,,,Profilaktyka Lekarza Rodzinnego,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kaniów,,,,,,19.0508445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,49.9426485,yes,,,,,,,,,
,,,,,,,31,,,,,,,,,,,,,,Gabriela Narutowicza,,,,,Promed. NZOZ,,,99-320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Żychlin,,,,,,19.6262296,,,,,,,,,,,,,,,,,,,,,,,24 285 29 20,,,,,,,,,,,,EMUiA (zychlin.e-mapa.net),,,doctors,,,,,,,,,,,,,,,,,,,,52.2420646,yes,,,,,,doctor,,,
,,,,,,,13,,,,,,,,,,,,,,Długa,,,,,Prywatna Przychodnia Lekarzy Specjalistów MEDYK Niepubliczny Zakład Opieki Zdrowotnej,,,77-200,,,,,,,,,,,,,,,,,,,,,,,03839,,,,,,,,,0977404,,,,Miastko,,,,,,16.9838303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,miastko.e-mapa.net,,,doctors,,,,,,,,,,,,,,,,,,,,54.0039077,yes,,,,,,doctor,,,
,,,,,,,2,,,,,,,,,,,,,,Aleja Pojednania,,,,,Prywatny Gabinet Pediatryczny Wojciech Dobrzeniecki,,,14-200,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Iława,,,,,,19.5592665,,,,,,,,,,16:00 - 19:00,,,,,,http://pediatra.dobrzenieccy.pl/,,,,,,,,,,,,,,,,,,,milawa.e-mapa.net,,,doctors,,,,,,,,,,,,,,,,,,,,53.5959847,yes,,,,,,,,,
,,,,,,,3,,,,,,,,,,,,,,Wojska Polskiego,,,,,Przechodnia Specjalistyczna,,,95-060,,,,,,,,,,,,,,,,,,,,,,,24628,,,,,,,,,0977025,,,,Brzeziny,,,,,,19.7559502,,,,,,,,,,Mo-Fr 8:00-18:00,,,,,,,,,,,,,,,,,,,,,,,,,emuia.gugik.gov.pl,,,doctors,,,,,,,,,,,,,,,,,,,,51.8062007,commercial,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Przychodnia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.5239149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,49.8573398,yes,,,,,,doctor,,,
,,,,,,,17,,,,,,,,,,,,,,Rusznikarska,,,,,Przychodnia,,,31-261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.9265599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,50.0863754,yes,,,,,,,,,
,,,,,,,37a,,,,,,,,,,,,,,Generała Józefa Bema,,,,,Przychodnia,,,87-720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mapa.aleksandrow.pl: Mapa Ewidencyjna,Ciechocinek,,,,,,18.7845762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,52.8717941,yes,,,,,,,,,
,,,general;paediatrics,,,,15,,,,,,,,,,,,,,Strzelców,,,,,Przychodnia,,,31-422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,geoportal.gov.pl:ortofoto,Kraków,,,,,,19.9740596,,,,,,,"Niepubliczny Zakład Opieki Zdrowotnej ""PRAKTIMED"" Spółka z o.o.",,,Mo-Fr 08:00-18:00,,,,,,,8,,,,Prądnik Czerwony,,+48 12 411 41 24,,,,,,,,,,,,,,yes,doctors,,,,,,,,Prądnik Czerwony,,,,,,,,przychodnia,,,,50.0940689,yes,,,,,,doctor,PL,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Przychodnia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.6987324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,51.5657438,yes,,,,,,,,,
,,,,,,,4,,,,mapa.lodz.pl,,,,,,,,,,Murarska,,,,,Przychodnia,,,91-465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.4466643,,,,,,,,Przychodnia,,,,,,,,,,,,,,,,,,,,,,,,,,,EMUiA (emuia.geoportal.gov.pl),,,doctors,,,,,,,,,2,,,,,,,,,,,51.7969339,yes,,,,,,,PL,,
,,,,,,,1,,,,,,,,,,,,,,Lubelska,,,,,Przychodnia,,,24-320,,,,,,,,,,,,,,,,,,,,,,,11307,,,,,,,,,,,,,Poniatowa,,,,,,22.0702443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,poniatowa.e-mapa.net,,,doctors,,,,,,,,,,,,,,,,,,,,51.1828852,commercial,,,,,,,,,
,,,,,,,113A,,,,,,,,,,,,,,,,,,,Przychodnia,,,58-212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0876695,,,,Jaźwina,,,,,,16.7100089,,,,,,,,,,8.00-18.00,,,,,,,,,,,,,,,,no,,,,,,,,,emuia.gugik.gov.pl,,,doctors,,,,,,,,,1,,,,,,,,,,,50.7966249,commercial,,,,Jaźwina,,,,,
,,,,,,,5,,,,,,,,,,,,,,Partyzantów,,,,,Przychodnia,,,22-400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zamość,,,,,,23.2621106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,3,,,,,,,,,,,50.7143926,yes,,,,,,,,,
,,,,,,,47,no,,,,,,,,,,,,,Blankowa,,,,,Przychodnia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wałbrzych,,,,,,16.2744876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMUiA (emuia.gugik.gov.pl),,,doctors,,,,,,,,,,,,,,,,,,,,50.8260490,yes,,,,,,doctor,,,
,,,,,,,2,,,,,,,,,,,,,,Ignacego Paderewskiego,,,,,Przychodnia,,,38-400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Krosno,,,,,,21.7617948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMUiA (emuia.geoportal.gov.pl),,,doctors,,,,,,,,,,,,,,,,,,,,49.6943746,yes,,,,,,,,,
,,,,,,,6,,,,,,,,,,,,,,Konstantego Ildefonsa Gałczyńskiego,,,,,Przychodnia,,,80-524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gdańsk,,,,,,18.6400973,,,,,,,,,,Mo-Fr 06:00-20:00,,,,,,,,,,,,,,,,,,,,,,,,,Urząd Miasta Gdańsk,,,doctors,,,,,,,,,,,,,,,,,,,,54.4065666,yes,,,,,,,PL,,
,,,,,,,124,,,,,,,,,,,,,,Majora Henryka Dobrzańskiego-Hubala,,,,,Przychodnia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sosnowiec,,,,,,19.1950365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMUiA (emuia.gugik.gov.pl),,,doctors,,,,,,,,,,,,,,,,,,,,50.2742650,yes,,,,,,hospital,,,
,,,,,,,90,,,,,,,,,,,,,,Graniczna,,,,,Przychodnia,,,41-506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chorzów,,,,,,18.9274848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,50.2740237,yes,,,,,,doctor,,,
,,,,,,,61,,,,,,,,,,,,,,Saska,,,,,Przychodnia,,,03-914,,,,,,,,,,,,,,,,,,,,,,,19551,,,,,,,,,0918123,,,,Warszawa,,,,,,21.0608851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mapa.um.warszawa.pl,,,doctors,,,,,,,,,,,,,,,,,,,,52.2313162,yes,,,,,,,,,
,,,,,,,,no,,,http://www.ceglow.pl/index.php?id=66&lan=pl,,,,,,,,,,,,,,,Przychodnia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.7367377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,52.1466822,yes,,,,,,,,,
,,,,,,,1,,,,,,,,,,,,,,Eugeniusza Stasieckiego,,,,,Przychodnia,,,26-612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Radom,,,,,,21.1254447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMUiA (emuia.geoportal.gov.pl),,,doctors,,,,,,,,,,,,,,,,,,,,51.3879267,yes,,,,,,,,,
,,,,,,,4,,,,,,,,,,,,,,Sosnowa,,,,,Przychodnia,,,95-015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Głowno,,,,,,19.7126803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,51.9603562,yes,,,,,,,,,
,,,,,,,3,,,,,,,,,,,,,,Podkocka,,,,,Przychodnia,,,63-460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Skalmierzyce,,,,,,17.9897009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,noweskalmierzyce.e-mapa.net,,,doctors,,,,,,,,,,,,,,,,,,,,51.7052532,yes,,,,,,,,,
,,,,,,,86,,,,,,,,,,,,,,Jarocka,,,,,Przychodnia,,,10-699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Olsztyn,,,,,,20.4926482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,53.7328090,yes,,,,,,doctor,,,
,,,,,,,4A,,,,,,,,,,,,,,Aleja Józefa Piłsudskiego,,,,,Przychodnia,,,15-445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białystok,,,,,,23.1479076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,53.1352310,yes,,,,,,,PL,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Przychodnia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.8877463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,51.3556514,yes,,,,,,,,,
,,,,,,,,,,,Geoportal 2: Ortofotomapa (aerial image),,,,,,,,,,,,,,,"Przychodnia ""Lecha""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.6092860,,,,,,,,,,,,,,,,http://www.partner.nzozy.com/przychodnia_lecha.htm,,,,,,,+48 41 3450340,,,,,,,,,,,,,,,doctors,,,,,,,,,2,,,,,,,,,,,50.8783151,civic,,,,,,doctor,,,
,,,,,,,53,,,,,,,,,,,,,,Pniewska,,,,,"Przychodnia ""Medyk""",,,64-310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0971028,,,,Lwówek,,,,,,16.1894658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lwowek.e-mapa.net,,,doctors,,,,,,,,,,,,,,,,,,,,52.4535140,yes,,,,,,doctor,,,
,,,,,,,1,,,,,,,,,,,,,,Henryka Sienkiewicza,,,,,"Przychodnia ""Medyk""",,,96-100,metal,,,,,,,,,,,,,,,,,,,,,,,,,,,,hipped,,,,,,,Skierniewice,,,,,,20.1452499,,,,,,,,,,Mo-Fr 08:00-18:00,,,,,,http://www.medyk.pro/,,,,,,,,,,,,,,,,,,,,,yes,doctors,,,,,,,,,1,,,,,,,,,,,51.9614870,yes,,,1,,,,,,
,,,,,,,1,,,,,,,,,,,,,,Osiedle Na Wzgórzach,,,,,"Przychodnia ""Na Wzgórzach""",,,31-727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kraków,,,,,,20.0597723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,50.0927077,yes,,,,,,,PL,,
,,,,,,,54,,,,,,,,,,,,,,Wrocławska,,,,,"Przychodnia ""Orłowo""",,,81-557,,,,,,,,,,,,,,,,,,,,,,,,,,,przychodnia@orlowo.com,,,,,,,,,Gdynia,,,,,,18.5373298,,,,,,,,,,,+48586648897,,,,,http://www.orlowo.com/,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,54.4818253,yes,,,,,,,PL,,
,,,,,,,,,,,,,,,,,,,,,,,,,,"Przychodnia ""Provita""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.9116872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,52.6052577,yes,,,,,,doctor,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,"Przychodnia ""Provita""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.9090731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,52.6009186,yes,,,,,,doctor,,,
,,,,,,,22,,,,,,,,,,,,,,Reformacka,,,,,"Przychodnia ""Reformacka""",,,80-808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gdańsk,,,,,,18.6320008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,54.3412130,yes,,,,,,doctor,,,
,,,,,,,17/21,,,,,,,,,,,,,,Podmiejska,,,,,"Przychodnia ""Remedium""",,,93-177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Łódź,,,,,,19.4763566,,,,,,,,,,7:30-20:00,,,,,,,,,,,,,+48 42 230 91 28,,,,,,,,,,,,EMUiA (emuia.geoportal.gov.pl),,,doctors,,,,,,,,,,,,,,,,,,,,51.7381552,yes,,,,,,,,,
,,,,,,,1,,,,geoportal.gov.pl:ortofoto,,,,,,,,,,Generała Franciszka Kleeberga,,,,,"Przychodnia ""Rąbin""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Inowrocław,,,,,,18.2508373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,2,,,,,,,,,,,52.7862693,yes,,,,,,doctor,,,
,,,,,,,54,,,,,,,,,,,,,,Dworcowa,,,,,"Przychodnia ""Salus Aegroti""",,,34-300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Żywiec,,,,,,19.1864621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMUiA (emuia.gugik.gov.pl),,,doctors,,,,,,,,,,,,,,,,,,,,49.6791859,yes,,,,,,,,,
,,,,,,,2,,,,,,,,,,,,,,Bieszczadzka,,,,,"Przychodnia ""Tatrzańska""",,,59-220,,,,,,,,,,,,,,,,,,,,,,,,,,,,województwo dolnośląskie,,,,,,,"geoportal.gov.pl, GPS",Legnica,,,,,,16.2048678,,,,,,,,,,,,"Przychodnia ""Tatrzańska""",,,,,,,,Piekary-Osiedle,gmina miejska Legnica,,,,,,,,,,,,,,,,,doctors,,,,,,,,powiat Legnica,,,,,,,,,,,,51.1995777,yes,,,,,,doctor,,,
,,,,,,,6,,,,,,,,,,,,,,Dobrzelińska,,,,,"Przychodnia (Niepubliczny Zakład Opieki Zdrowotnej PROMED) 3,0·Opinie: 3",,,99-320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Żychlin,,,,,,19.6218406,,,,,,,,,,,,,,,,,,,,,,,24 285 48 44,,,,,,,,,,,,EMUiA (zychlin.e-mapa.net),,,doctors,,,,,,,,,,,,,,,,,,,,52.2343977,yes,,,,,,doctor,,,
,,,general;paediatrics,,,,4,,,,,,,,,,,,,,Szkolna,,,,,Przychodnia ARM-MED,,,63-040,,,,,,,,,,,,,,,,,,,,,,,,,romangawre@wp.pl,,,,,,,0590869,,,,Nowe Miasto nad Wartą,,,,,,17.4046394,,,,,,,"A. Charciarek, R. Gawrecki",,,,,,,,,,,,,,,,612875267,,,,,,,,,,,,nowemiastonadwarta.e-mapa.net,,,doctors,,,,,,,,,,,,,,,,,,,,52.0879366,yes,,,,,,,,,
,,,,,,,3,,,,,,,,,,,,,,Parkowa,,,,,Przychodnia ARM-MED,,,63-041,,,,,,,,,,,,,,,,,,,,,,,15710,,,,,,,,,0590680,,,,Boguszyn,,,,,,17.3319587,,,,,,,"A. Charciarek, R. Gawrecki",,,,,,,,,,,,,,,,612875267,,,,,,,,,,,,nowemiastonadwarta.e-mapa.net,,,doctors,,,,,,,,,,,,,,,,,,,,52.0640551,yes,,,,,,general;paediatrics,,,
,,,,,,,5,,,,no,,,,,,,,,,Akademicka,,,,,Przychodnia Akademicka,,,,,,,,,,,,,,,,,,,,,,,,,,,U-3,,,,,,,,,,,,Kraków,,,,,,19.9170695,,,,,,,,,,,,U-3,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,3,,,,,,,,,,,50.0655799,yes,,,,,,doctor,PL,,
,,,,,,,1,,,,KIEG budynki,,,,,,,,,,Aksamitna,,,,,Przychodnia Aksamitna,,,80-860,tar_paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gdańsk,,,,,,18.6509551,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Urząd Miasta Gdańsk,,,doctors,,,,,,,,,2,,,,,,,,,,,54.3578866,yes,,,,,,doctor,PL,,
,,,,,,,27,,,,Bing,,,,,,,,,,Ostrowska,,,,,Przychodnia Annmed,,,87-800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0984752,,,,Włocławek,,,,,,19.0928735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gugik.gov.pl,,,doctors,,,,,,,,,,,,,,,,,,,,52.6421495,yes,,,,,,,,,
,,,,,,,2b,,,,,,,,,,,,,,Księdza Ignacego Jana Skorupki,,,,,Przychodnia Badań Specjalistycznych PKP,,,63-400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ostrów Wielkopolski,,,,,,17.8026984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,emuia.gugik.gov.pl,,,doctors,,,,,,,,,,,,,,,,,,,,51.6513515,yes,,,,,,,,,
,,,,,,,172,,,,UM Ruda Śląska,,,,,,,,,,Edmunda Kokota,,,,,Przychodnia Bielszowice,,,41-711,,,,,,,,,,,,"Przyziemie budynku ognioodpornego, podpory, podcienia z pomiaru w terenie",,,,,,,,,,,,,,,,,,,,,,,,Ruda Śląska,,,,,,18.8315127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,doctors,,,,,,"Szpital lub zakład opieki medycznej, socjalnej",,,3,,,,,yes,,,,,,50.2674211,healthcare,,,,,,doctor,,,
,,,general,,,,15a,,,,,,,,,,,,,,Pokoju,,,,,Przychodnia Bracka Pokój,,,41-709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ruda Śląska,,,,,,18.8844403,,,,,,,Unia Bracka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,50.2851682,yes,,,,,,doctor,,,
,,,,,,,10,,,,http://sdi.opolskie.pl/mapa_bazowa/request.aspx,,,,,,,,,,Mariacka,,,,,Przychodnia Centrum,,,48-304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nysa,,,,,,17.3365769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,3,,,,,,,,,,,50.4694603,apartments,,,,,,,,,
,,,,,,,2,,,,,,,,,,,,,,Goździkowa,,,,,"Przychodnia Chorzeń, Przychodnia Chiron",,,62-510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konin,,,,,,18.2149914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,52.2370872,yes,,,,,,,,,
,,,,,,,7,,,,,,,,,,,,,,Polanki,,,,,"Przychodnia Dom Medyczny ""Polanki""",,,80-308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gdańsk,,,,,,18.5599392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,54.4069240,yes,,,,,,,,,
,,,,,,,2,,,,,,,,,,,,,,Plac Dworcowy,,,,,Przychodnia Dworcowa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rzeszów,,,,,,22.0078190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,50.0426369,yes,,,,,,,,,
,,,,,,,5,,,,,,,,,,,,,,Górnicza,,,,,Przychodnia ELVITA,,,32-590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Libiąż,,,,,,19.3300400,,,,,,,,,,,,,,,,,,,,,,,+48 32 624 21 36,,,,,,,,,,,,,,yes,doctors,,,,,,,,,,,,,,,,,,,,50.0987676,yes,,,,,,,,,
,,,,,,,35,,,,,,,,,,,,,,Elbląska,,,,,Przychodnia Elbląska,,,01-737,,,,,,,,,,,,,,,,,,,,,,,04758,,elblaska@spzzlo.pl,,,,,,,0918123,,,,Warszawa,,,,,,20.9611719,,,,,,,Samodzielny Publiczny Zespół Zakładów Lecznictwa Otwartego Warszawa-Żoliborz,,,Mo-Fr 07:30-20:00,,,,,,"https://www.spzzlo.pl/4,2,nasze_przychodnie-elblaska_35",,,,,,,+48 784 474 218,,,,,,,,,,,,mapa.um.warszawa.pl,,,doctors,,,,,,,,,4,,,,,,,,,,,52.2609953,yes,,,,,,,,,
,,,,,,,4,,,,,,,,,,,,,,Aleja Grunwaldzka,,,,,Przychodnia Eskulap,,,98-200,,,,,,,,,,,,,,,,,,,,,,,30777,,,,,,,,,0976050,,,,Sieradz,,,,,,18.7196480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,emuia.gugik.gov.pl,,,doctors,,,,,,,,,,,,,,,,,,,,51.5895210,yes,,,,,,doctor,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Przychodnia Eskulap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.9405397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,51.4291420,yes,,,,,,,,,
,,,,,,,148,,,,,,,,,,,,,,Pilczycka,,,,,Przychodnia EuroMediCare,,,54-144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wrocław,WroclawGIS,,,,,16.9559551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,51.1418881,yes,,,,,,doctor,,,
,,,,,,,7,,,,MPZP,,,,,,,,,,Tymiankowa,,,,,Przychodnia FAMIL-MED,,,20-542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.5099156,,,,,,,,,,,,,,,,https://www.familmed.pl/,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,51.2298116,yes,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Przychodnia Fons Vitae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"geoportal.gov.pl, GPS",,,,,,,15.5692086,,,,,,,,,,Mo-Fr 08:00-18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,51.2601008,yes,,,,,,doctor,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Przychodnia Formica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WroclawGIS,,,,,17.1312752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,51.1599726,yes,,,,,,doctor,,,
,,,,,,,88,,,,,,,,,,,,,,Gdańska,,,,,Przychodnia Gdańska 88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bydgoszcz,,,,,,18.0122098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,53.1336087,yes,,,,,,doctor,,,
,,,,,,,50,,,,,,,,,,,,,,Stalowa,,,,,Przychodnia Grabiszyn,,,53-433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wrocław,,,,,,17.0014197,,,,,,,Wrocławskie Centrum Zdrowia,,,Mo-Fr 07:30-20:00,,,,,,http://www.spzoz.wroc.pl/przychodnie/grabiszyn,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,51.0981378,yes,,,,,,doctor,,,
