health_facility:type,shop,office,healthcare:speciality,building:part,photo,description:de,addr:housenumber_1,health_specialty:occupational_therapy,note:de,health_specialty:ophthalmology,unimainz:buildingId,guest_house,contact:yelp,headframe:speciality,building:type,addr:housenumber,toilets,user_defined_other,man_made,seamark:type,opening_hours:note,TODO,created_by,healthcare:speciality:TCM,addr:state,name:de,source,payment:girocard,opening_hours:url,image,bdouble,fax,survey:date,emergency,building:roof,contact:facebook,historic,check_date:opening_hours,building:roof:material,tourism,wikimedia_commons,addr:street,source:name,fixme,name:en,contact:fax,name,wheelchair:description,level,addr:postcode,roof:material,ref:bldam,lastcheck,roof:orientation,name:1,source:outline,health_specialty:psychosomatic_medicine,elevator,health_specialty:psychiatry,amenity_1,designation,roof:height,operator,name:it,parking,loc_name,phone_1,est_height,lon,seamark:building:function,wikipedia,asb,access,health_specialty:gastroenterology,check_date,language:en,is_in,ref,email,building:height,contact:email,addr:source,roof:shape,doctors,building:use,healthcare:speciality:alternative,healthcare:speciality_1,min_level,name:hsb,health_specialty:general,addr:inclusion,country,atm,source:geometry,addr:city,source:building,language:de,disused:building,name:3,health_person:type,toilets:wheelchair,internet_access,health_specialty:diagnostic_radiology,telecom,ref:witten,contact:website,roof:colour,layer,height,alt_name,building:roof:shape,healthcare:counselling,ele,short_name,area,opening_hours,contact:phone,addr:housename,heritage:website,indoor,contact:mobile,health_specialty:chiropractic,heritage,emergency_service,roof:ridge:direction,start_date,website,addr:hamlet,phone,official_name,changing_table,old_name,smoking,heritage:ref,opening_hours:signed,max_level,room,type,health_specialty:sports_medicine,healthcare:speciality:de,health_speciality:physiotherapy,wheelchair:description:de,buildingpart,architect,healthcare:for,dispensing,wikipedia:de,contact:phone_1,source:addr,wheelchair,amenity,speciality,operator:type,addr:place,name:2,building:flats,addr:suburb,generator:source,building:min_level,short_name:de,wikidata,addr:street_1,specialization,addr:district,doctor,building:levels,language:ar,health_facility,note,kvl_hro:type,specialisation,branch,doctors:de,FIXME,disused:amenity,description,healthcare:speciality:acupuncture,building:material,year_of_construction,health_specialty:family_medicine,kvl_hro:amenity,health_specialty:orthopaedics,building:architecture,lat,capacity,fax:2,medical_system:western,building,building:colour,url,roof:levels,floor,health_specialty:gynaecology,building:levels:underground,healthcare,onkz,addr:country,heritage:operator
,,,,,,,,,,,,,,,,40,,,,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,,,,,,Untere Schloßstraße,,,,+49 7172 329915,Gemeinschaftspraxis Behrendt,,,73553,,,,,,,,,,,,,Dr. med. B. & E. Behrendt,,,,,,9.7211444,,,,,,,,,,,,,,,,,,,,,,,,,,Alfdorf,,,,,,,,,,,,,,,,,,,,,"Mo-Fr 07:30-13:00,16:00-18:00; Th 07:30-13:00; PH off",+49 7172 329900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.8424334,,,,house,,,,,,,,,DE,
,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,Bohlendamm,,,,+49 5508 977811,Gemeinschaftspraxis Beulshausen & Demmer,,,37130,,,,,,,,,,,,,,,,,,,10.1008514,,,,,,,,,,allgemeinaerztinnen@web.de,,,,,,,,,,,,,,,,Gleichen,,,,,,,,,,,http://landaerztin.de/,,,,,,,,,,"Mo-Fr 08:50-12:30; Mo,Tu,Th 16:00-18:30; PH off",+49 5508 97780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,Sattenhausen,,,,,,,,,,,,,,,,,,,,,,,,,,,51.5013962,,,,yes,,,,,,,,,DE,
,,,general,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,Siebertshäuser Straße,,,,,Gemeinschaftspraxis Blumenauer,,,34621,,,,,,,,,,,,,,,,,,,9.3399022,,,,,,,,,,,,,,,,,,,,,,,,,,Frielendorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+49 5684 379,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,Verna,,,,,,,,,,,,,,,,,,,,,,,,,,,50.9948116,,,,retail,,,,,,,doctor,,,
,,,,,,,,,,,,,,,,104,,,,,,,,,,,,,,,,,,,,,,,,,,Torgauer Straße,,,,,Gemeinschaftspraxis Christian Wagner und Sandra Trabitz,,,06925,,,,,,,,,,,,,,,,,,,13.0349796,,,,,,,,,,,,,,,,,,,,,,,,,,Annaburg,,,,,,,,,,,,,,,,,,,,,"Mo-Fr 07:30-11:00, Tu,Th 16:00-18:00",,,,,,,,,,,https://www.facebook.com/GemeinschaftspraxisAnnaburg/,,,,,,no,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,51.7262944,,,,commercial,,,,,,,,,,
,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,Am Setzen,,,,,Gemeinschaftspraxis Christian van Gelder Dr. Steffen van Gelder,,,,,,,,,,,,,,,,,,,,,,10.2865742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mo-Fr 08:00-11:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,doctors,,,,,,,,,,,,General medicine,,,,,,,,,,,,,,,,,,,,,50.0254741,,,,yes,,,,,,,,,,
,,,general,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,Naturbadstraße,,,,,Gemeinschaftspraxis Dechsendorf,,,91056,,,,,,,,,,,,,,,,,,,10.9396318,,,,,,,,,,,,,,,,,,,,,,,,,,Erlangen,,,,,,,,,,,,,,,,,,,,,"Mo 08:30-12:00,15:00-17:00; Tu,Th 08:30-12:00,16:00-18:00; We,Fr 08:30-12:00",,,,,,,,,,,https://gp-dechsendorf.de/,,+49 9135 8226,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,Dechsendorf,,,,,,,,,,,,,,,,,,,,,,,,,,,49.6286020,,,,commercial,,,,,,,,,DE,
,,,,,,,,,,,,,,,,20a,,,,,,,,,,,,,,,,,,,,,,,,,,Bahnhofstraße,,,,,"Gemeinschaftspraxis Deller, Hörl",,,90518,,,,,,,,,,,,,,,,,,,11.3527527,,,,,,,,,,,,,,,,,,,,,,,,,,Altdorf b.Nürnberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.3891647,,,,yes,,,,,,,doctor,,DE,
,,,paediatrics,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,Schmitterstraße,,,,,"Gemeinschaftspraxis Dominick, Kox",,,41836,,,,,,,,,,,,,,,,,,,6.1885796,,,,,,,,,,,,,,,,,,,,,,,,,,Hückelhoven,,,,,,,,,,,,,,,,,,,,,"Mo-Th 08:00-12:30,14:30-17:00; We,Fr 08:00-12:30",,,,,,,,,,,,,+49 2433 958041,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,,,,,,Fachärzte für Kinder- und Jugendmedizin,,,,,,,,51.0644980,,,,yes,,,,,,,doctor,,DE,
,,,,,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,Forchheimer Weg,,,,+49 9195 995554,Gemeinschaftspraxis Dr. Alexander Pósfay und Tina Sperling,,,91341,,,,,,,,,,,,,,,,,,,10.9333135,,,,,,,,,,,,,,,,,,,,,,,,,,Röttenbach,,,,,,,,,,,http://praxis-roettenbach.de/,,,,,,,,,,"Mo 08:00-12:30, 15:00-19:00; Tu 08:00-12:30, 15:00-17:00; We 08:00-12:30; Th 08:00-12:30, 15:00-19:00; Fr 08:00-12:30",+49 9195 995555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,limited,doctors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.6741757,,,,yes,,,,,,,,,DE,
,,,,,,,,,,,,,,,,49,,,,,,,,,,,,,,,,,,,,,,,,,,Schweriner Straße,,,,,Gemeinschaftspraxis Dr. Block/Dr. Lind,,,23909,,,,,,,,,,,,,,,,,,,10.7863684,,,,,,,,,,,,,,,,,,,,,,,,,,Ratzeburg,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,limited,doctors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.6942481,,,,yes,,,,,,,,,DE,
,,,general,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,Jakobusweg,,,,,"Gemeinschaftspraxis Dr. Claßen, Yasrebi, Dr. Weithe",,,31199,,,,,,,,,,,,,,,,,,,9.9202065,,,,,,,,,,,,,,,,,,,,,,,,,,Diekholzen,,,,,,,,,,,,,,,,,,,,,Mo-Th 07:00-18:00; Fr 07:00-12:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.0972831,,,,yes,,,,,,,,,,
,,,general,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,Friedrich-Ebert-Straße,,,,,"Gemeinschaftspraxis Dr. Dandorfer, Utz, Förtsch",,,92224,,,,,,,,,,,,,,,,,,,11.8414884,,,,,,,,,,,,,,,,,,,,,,,,,,Amberg,,,,,,,,,,,,,,,,,,,,,"Mo,Tu,Fr 08:30-11:30,16:00-18:00; Th 08:30-11:30,17:00-19:00; We 08:30-11:30",,,,,,,,,,,http://www.praxis-duf.de/,,+49 9621 14930,,,,,,,,,,,,,,,,,yes,,,,limited,doctors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.4368972,,,,yes,,,,,,,doctor,,DE,
,,,general,,,,,,,,,,,,,69,,,,,,,,,,,,,,,,+49 911 5186028,,,,,,,,,,Hauptstraße,,,,,Gemeinschaftspraxis Dr. Finzel und Kreimann,,,90562,,,,,,,,,,,,,Dr. Finzel & Kreimann,,,,,,11.1515801,,,,,,,,,,,,,,,,,,,,,,,,,,Heroldsberg,,,,,,,,,,,,,,,,,,,,,"Mo 08:00-12:00, Mo 15:00-18:00, Tu 08:00-12:00, Tu 15:00-18:00, We 08:00-11:00, Th 08:00-12:00, Th 15:00-18:00, Fr 08:00-11:00",,,,,,,,,,,,,+49 911 5180823,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.5316397,,,,yes,,,,,,,doctor,,,
,,,general,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,Dreyerstraße,,,,,Gemeinschaftspraxis Dr. Gebhard,,,73479,,,,,,,,,,,,,Dr. Martin und Max Gebhard,,,,,,10.2131823,,,,,,,,,,,,,,,,,,,,,,,,,,Ellwangen (Jagst),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,Röhlingen,,,,,,,,,,,,,,,,,,,,,,,,,,,48.9449971,,,,yes,,,,,,,doctor,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gemeinschaftspraxis Dr. Hausmann und Dr. Kolloch,,,,,,,,,,,,,,,,,,,,,,8.6028070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,doctors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.9281045,,,,yes,,,,,,,,,,
,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,Leppestraße,,,,,Gemeinschaftspraxis Dr. Kloos & Dr. Oberhoffer,,,51709,,,,,,,,,,,,,,,,,,,7.5288049,,,,,,,,,,,,,,,,,,,,,,,,,,Marienheide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.praxis-oberhoffer-volk.de/,,+49 2264 45980,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.0830902,,,,yes,,,,,,,,,DE,
,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,Buchenweg,,,,,"Gemeinschaftspraxis Dr. Kölbl, Dr. Fichtl, Dr. Niedermeier",,,,,,,,,,,,,,,,,,,,,,12.2097161,,,,,,,,,,,,,,,,,,,,,,,,,,Riedering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.8372877,,,,yes,,,,,,,,,,
,,,,,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,Kirchstraße,,,,,Gemeinschaftspraxis Dr. Mahal u. Dr. Moritz,,,34497,,,,,,,,,,,,,,,,,,,8.8699879,,,,,,,,,,,,,,,,,,,,,,,,,,Korbach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.2733399,,,,yes,,,,,,,doctor,,,
,,,general,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,+49 2436 2653,,,,,,,,,,Auf dem Kamp,,,,,Gemeinschaftspraxis Dr. Melechin,,,41844,,,,,,,,,,,,,Stanislaw Melechin,,,,,,6.2103575,,,,,,,,,,,,,,,,,,,,,,,,,,Wegberg,,,,,,,,,,,,,,,,,,,,,"Mo-Fr 08:00-12:00; Mo 16:00-18:00; Tu 17:00-19:00; Th 16:00-18:00 || ""Nach Vereinbarung""",,,,,,,,,,,,,+49 2436 1515,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.1453934,,,,yes,,,,,,,doctor,,DE,
,,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,Steinweg,,,,,Gemeinschaftspraxis Dr. Rosenbaum & Dr. Haase,,,38489,,,,,,,,,,,,,,,,,,,11.0927904,,,,,,,,,,,,,,,,,,,,,,,,,,Beetzendorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.7027613,,,,yes,,,,,,,,,DE,
,,,,,,,,,,,,,,,,2,,,,,,,,,,,Bing,,,https://www.homoeopathie-preetz.de/_media/praxis/praxis-garnkorb-2-front-2.jpg,,,,,,,,,,,,Garnkorb,,,,+49 4342 1552,Gemeinschaftspraxis Dr. Schumacher-Lüthge und Dr. Rauch,,,24211,,,,,,,,,,,,,,,,,,,10.2818922,,,,,,,,,,,,info@homoeopathie-preetz.de,,,,,,,,,,,,,,Preetz,,,,,,,,,,,https://www.homoeopathie-preetz.de/start,,,,,,,,,,,+49 4342 4459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,limited,doctors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.2356179,,,,yes,,,,,,,,,DE,
,,,ophthalmology,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,Pufendorfstraße,,,,+49 3726 2541,Gemeinschaftspraxis Dr. Vogel und Dr. Sieber,,,09557,,,,,,,,,,,,,,,,,,,13.0720610,,,,,,,,,,,,info@augenarzt-floeha.de,,,,,,,,,,,,,,Flöha,,,,,,,,,,,http://www.augenarzt-floeha.de/,,,,,,,,,,"Mo,We,Fr 08:00-12:00; Tu 08:00-12:00,14:00-19:00; Th 08:00-12:00, 13:00-17:00",+49 3726 2534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.8583466,,,,yes,,,,,,,doctor,,DE,
,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,Am Jürgenfeld,,,,,Gemeinschaftspraxis Dr. Wolf-Dietrich Fieß und Dr. Anja Rehm,,,87645,,,,,,,,,,,,,Dr. Wolf-Dietrich Fieß und Dr. Anja Rehm,,,,,,10.7296911,,,,,,,,,,,,,,,,,,,,,,,,,,Schwangau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.5753790,,,,yes,,,,,,,,,DE,
,,,general;emergency,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,Petristraße,,,,,Gemeinschaftspraxis Dr. med. Apel und Dr. med. Kulle,,,37308,,,,,,,,,,,,,,,,,,,10.1342782,,,,,,,,,,,,,,,,,,,,,,,,,,Heilbad Heiligenstadt,,,,,,,,,,,,,,,,,,,,,"Mo-Fr 08:00-12:00, Mo,Th 16:00-18:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,doctors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.3753217,,,,yes,,,,,,,doctor,,,
,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,Mörikestraße,,,,,Gemeinschaftspraxis Dr. med. Klaus Riede Dr. med. Gerhard Medinger,,,73525,,,,,,,,,,,,,,,,,,,9.7915664,,,,,,,,,,,,,,,,,,,,,,,,,,Schwäbisch Gmünd,,,,,,,,,,,,,,,,,,,,,Mo-Fr 09:30-12:30; Tu 16:00-19:30; Fr 16:00-19:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.7971140,,,,yes,,,,,,,,,DE,
,,,ophthalmology,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,Schützenberg,,,,+49 2434 8086834,"Gemeinschaftspraxis Dr. med. Rainer Stilling, Dr. med. Carin Flensberg-Dalichow",,,41844,,,,,,,,,,,,,,,,,,,6.3085216,,,,,,,,,,,,info@augenarzt-wegberg.de,,,,,,,,,,,,,,Wegberg,,,,,,,,,,,http://www.augenarzt-wegberg.de/,,,,,,,,,,"Mo,Th 08:00-18:00; Tu 08:00-19:00; We,Fr 08:00-12:00 ""Termine nach Vereinbarung""",+49 2434 24304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,limited,doctors,,,,,,,,,,,,,,,,,,,,,,,,,Fachärzte für Augenheilkunde,,,,,,,,51.1308470,,,,yes,,,,,,,doctor,,DE,
,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,Mönchstieg,,,,,"Gemeinschaftspraxis Dr. med. Wibke König, Dr. med. Ulrike Letzel, Dr. med. Hans-Jürgen König",,,,,,,,,,,,,,,,,,,,,,10.7768348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.8314898,,,,yes,,,,,,,,,,
,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,Poststraße,,,,,Gemeinschaftspraxis Dr. med. Wolfgang Franz,,,33181,,,,,,,,,,,,,,,,,,,8.7461113,,,,,,,,,,,,,,,,,,,,,,,,,,Bad Wünnenberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.5160108,,,,yes,,,,,,,,,DE,
,,,general,,,,,,,,,,,,,2,,,,,,,,,,,local knowledge,,,,,+49 8191 80303,,,,,,,,,,Graf-Zeppelin-Straße,,,,,Gemeinschaftspraxis Dr. med. univ. Bernhard Reidl und Peter Reidl,,,,,,,,,,,,,,,,,,,,,,10.9192726,,,,,,,,,,,,,,,,,,,,,,,,,,Penzing,,,,,,,,,,,,,,,,,,,,,"Mo 08:30-12:00,16:00-19:00; Tu,Th 08:30-12:00,16:00-18:00; We 08:30-12:00; Fr 08:30-12:00,14:30-16:00",,,,,,,,,,,,,+49 8191 8919,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,,,,,,Internist und Allgemeinarzt,,,,,,,,48.0680181,,,,,,,,,,,doctor,,DE,
,,,,,,,,,,,,,,,,31,,,,,,,,,,,,,,,,+49 821 551074,,,,,,,,,,Gentnerstraße,,,,,"Gemeinschaftspraxis Dr.med. Cornelia. Hofmiller-Zimmermann, Dr.med. Ralf Ostermaier und Anastasia Baumeister",,,86161,,,,,,,,,,,,,,,,,,,10.9234199,,,,,,,,,,,,,,,,,,,,,,,,,,Augsburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+49 821 552033,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.3543464,,,,yes,,,,,,,,,DE,
,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,Mühlweg,,,,,Gemeinschaftspraxis Dres. med. Hetschko & Schönfeld,,,06114,,,,,,,,,,,,,"Dr. med. Jelena Schönfeld, Dr. med. Irmela Hetschko",,,,,,11.9652671,,,,,,,,,,,,,,,,,,,,,,,,,,Halle (Saale),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.hautarzt-halle-muehlweg.de/,,+49 345 5230001,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,,,,,,Dermatologische Gemeinschaftspraxis,,,,,,,,51.4940240,,,,yes,,,,,,,,,DE,
,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,Bahnhofstraße,,,,,Gemeinschaftspraxis Dres.Jens Borchert und Heike Obschil,,,35075,,,,,,,,,,,,,,,,,,,8.5847250,,,,,,,,,,,,,,,,,,,,,,,,,,Gladenbach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,doctors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.7685883,,,,yes,,,,,,,,,DE,
,,,,,,,,,,,,,,,,17,,,,,,,,,DE,,,,,,,,,,,,,,,,,Anton-Brüll-Weg,,,,,"Gemeinschaftspraxis Drs. Eißfeller, Wastian, Peper",,,55597,,,,,,,,,,,,,,,,,,,7.9577560,,,,,,,,,,,,,,,,,,,,,,,,,,Wöllstein,,,,,,,,,,,,,,,,,,,,,"08:00-12:00, Mo,Th 16:00-18:00, Tu 14:00-15:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.8071886,,,,yes,,,,,,,,,DE,
,,,paediatrics,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,+49 2431 805257,,,,,,,,,,Marktgasse,,,,,"Gemeinschaftspraxis Eschweiler, Roth",,,41812,,,,,,,,,,,,,,,,,,,6.3162127,,,,,,,,,,,,,,,,,,,,,,,,,,Erkelenz,,,,,,,,,,,,,,,,,,,,,"Mo-Fr 08:00-12:00,13:30-17:30; We 08:00-12:00",,,,,,,,,,,,,+49 2431 4766,,,,,,,,,,,,,,,,,,,,,limited,doctors,,,,,,,,,,,,,,,,,,,,,,,,,Fachärzte für Kinder- und Jugendmedizin,,,,,,,,51.0791067,,,,yes,,,,,,,doctor,,DE,
,,,internal,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,+49 2433 959349,,,,,,,,,,Am Haller,,,,,"Gemeinschaftspraxis Eßer, Wozelka",,,41836,,,,,,,,,,,,,,,,,,,6.1901584,,,,,,,,,,,,,,,,,,,,,,,,,,Hückelhoven,,,,,,,,,,,,,,,,,,,,,"Mo,Tu 08:00-12:00,15:00-17:00; We,Fr 08:00-12:00; Th 08:00-12:00,15:00-19:00",,,,,,,,,,,,,+49 2433 51677,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,,,,,,"Fachärzte für Innere Medizin, Allgemeinmedizin",,,,,,,,51.0639294,,,,yes,,,,,,,doctor,,DE,
,,,orthopaedics,,,,,,,,,,,,,23,,,,,,,,,,,,,,,,+49 2452 9000118,,,,,,,,,,Liecker Straße,,,,,"Gemeinschaftspraxis Frost, Niedhart",,,52525,,,,,,,,,,,,,,,,,,,6.0924553,,,,,,,,,,,,,,,,,,,,,,,,,,Heinsberg,,,,,,,,,,,,,,,,,,,,,"Mo-Th 08:00-12:00,15:00-17:30; We,Fr 08:00-12:00",,,,,,,,,,,,,+49 2452 900010,,,,,,,,,,,,,,,,,,,,,limited,doctors,,,,,,,,,,,,,,,,,,,,,,,,,"Fachärzte für Orthopädie,Chirotherapie, Sportmedizin; Orthopädische Rheumatologie, Ambulante Operationen",,,,,,,,51.0646761,,,,yes,,,,,,,doctor,,DE,
,,,general,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,+49 2451 2698,,,,,,,,,,An Frankenruh,,,,,"Gemeinschaftspraxis G.+V. Hanhoff, Ferber",,,52511,,,,,,,,,,,,,,,,,,,6.1172611,,,,,,,,,,,,,,,,,,,,,,,,,,Geilenkirchen,,,,,,,,,,,,,,,,,,,,,"Mo,Tu,Th 08:00-18:00; We,Fr 08:00-13:00",,,,,,,,,,,,,+49 2451 2247,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,,,,,,Fachärzte für Allgemeinmedizin,,,,,,,,50.9619338,,,,yes,,,,,,,doctor,,DE,
,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,Freiherr-von-Varnbüler-Straße,,,,,Gemeinschaftspraxis Geiger-Disselhof/ Breitfeld,,,71282,,,,,,,,,,,,,,,,,,,9.0384620,,,,,,,,,,,,,,,,,,,,,,,,,,Hemmingen,,,,,,,,,,,,,,,,,,,,,"Mo-Fr 09:00-12:00, Mo,Th 14:00-17:00, Tu,Fr 14:00-16:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,doctors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.8633013,,,,yes,,,,,,,,,DE,
,,,general,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,+492452 3746,,,,,,,,,,Birgdener Straße,,,,,"Gemeinschaftspraxis Gellissen, Koss",,,52525,,,,,,,,,,,,,,,,,,,6.0713436,,,,,,,,,,,,,,,,,,,,,,,,,,Heinsberg,,,,,,,,,,,,,,,,,,,,,"Mo-Fr 08:00-12:00; Tu,Th 17:00-18:00",,,,,,,,,,,,,+49 2452 23574,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,Waldenrath,,,,,,,,,,,,,,,,,,,Fachärzte für Allgemeinmedizin,,,,,,,,51.0155004,,,,yes,,,,,,,doctor,,DE,
,,,general,,,,,,,,,,,,,189,,,,,,,,,,,3dShapes,,,,,+49 2452 8454,,,,,,,,,,Birgdener Straße,,,,,"Gemeinschaftspraxis Geraths, Düren",,,52525,,,,,,,,,,,,,,,,,,,6.0654773,,,,,,,,,,,,,,,,,,,,,,,,,,Heinsberg,,,,,,,,,,,,,,,,,,,,,"Mo-Fr 07:30-12:00; Tu,Th 17:00-19:00",,,,,,,,,,,,,+49 2452 8486,,,,,,,,,,,,,,,,,,,,,limited,doctors,,,,,,Karken,,,,,,,,,,,,,,,,,,,Fachärzte für Allgemeinmedizin,,,,,,,,51.1065102,,,,yes,,,,,,,doctor,,DE,
